"marker" "inflation"
"FOLR2_seq.15587.20" 11.3167156792588
"FSTL3_seq.3438.10" 53.7118222825232
"FUT8_seq.8244.16" 18.8768720472644
"g.Synuclein_seq.19630.2" 21.5480421344592
"Galectin.3_seq.3066.12" 45.7121009783519
"GBRAP_seq.22966.20" 16.6951625212273
"GFAP_seq.20126.19" 57.4577636409277
"GFRa.1_seq.3314.74" 36.6820562381802
"GFRa.2_seq.2515.14" 4.94611743147565
"GFRP_seq.21118.48" 19.9094955532426
"GGH_seq.9370.69" 38.8972764772271
"Glutaminyl.cyclase_seq.7849.3" 7.38680104989795
"Glutathione.reductase_seq.19273.3" 34.1050839112106
"Glypican.1_seq.8697.38" 41.6693892424382
"gp130..soluble_seq.2620.4" 11.518086112975
"GPC5_seq.4991.12" 19.7531953849823
"GPNMB.CD_seq.8606.39" 38.1544778349809
"GPNMB.ECD_seq.5080.131" 69.3612633776179
"GPNMB.ECD_seq.8240.207" 61.3393575273596
"GPNMB.ECD_seq.8289.8" 54.6558081051135
"GPR37_seq.21495.134" 13.0281606532468
"GPR56_seq.18893.26" 33.1054257056701
"Granulysin_seq.14102.6" 66.6872845657114
"Granulysin_seq.3195.50" 66.687479203528
"granzyme.A_seq.13712.104" 42.7166741821354
"granzyme.A_seq.3440.7" 63.1227618193486
"GRN_seq.4992.49" 48.4157447883167
"Gro.a_seq.2985.35" 62.0834011322319
"Growth.hormone.receptor_seq.2948.58" 47.5479726003157
"HCC.1_seq.2900.53" 56.6094901532992
"HCC.4_seq.4913.78" 62.8182325204593
"HE4_seq.11388.75" 11.3082385388781
"Heparin.cofactor.II_seq.3316.58" 35.7347880942054
"HERV1_seq.15398.2" 35.5486632979055
"HGF_seq.2681.23" 45.5342164261861
"HGFA_seq.3617.80" 60.6034894588556
"HGFA_seq.8385.248" 60.4796874504057
"Histidyl.tRNA.synthetase.related_seq.19194.9" 17.0543813008392
"Histidyl.tRNA.synthetase_seq.17450.51" 48.0241175569899
"HNMT_seq.23178.95" 34.3287136405815
"Holo.TC.II_seq.5584.21" 56.4197164746802
"HRG_seq.4996.66" 59.4226146729429
"HSP.70_seq.10749.18" 38.2625675897737
"HSP.70_seq.10803.22" 46.3443396619236
"HSP.70_seq.16780.6" 24.4300363561626
"HSP.70_seq.6563.78" 43.5196875494979
"HSPB6_seq.19127.1" 26.1036986197671
"HVEM_seq.5352.11" 8.16068508364947
"HYOU1_seq.21497.32" 11.4347602862366
"I.TAC_seq.3038.9" 59.4266856101549
"IBPL1_seq.7815.49" 39.1219472868215
"IDS_seq.3198.4" 31.0941964170882
"IDUA_seq.3169.70" 59.360618046096
"IFN.a.b.R1_seq.9183.7" 23.8170219670636
"IFN.g.R1_seq.5825.49" 7.2893847448487
"IGDC4_seq.9793.145" 22.505712721373
"IGF.I.sR_seq.4232.19" 10.577557911472
"IGF.II.receptor_seq.16057.6" 7.90749853907573
"IGF.II.receptor_seq.3676.15" 38.0618460631248
"IGFBP.1_seq.13741.36" 53.1750162944015
"IGFBP.1_seq.2771.35" 60.043925112002
"IGSF3_seq.9715.15" 14.643890956023
"IL.1.R.AcP_seq.14048.7" 48.4679119452798
"IL.1.R.AcP_seq.2630.12" 50.671681701814
"IL.1.R4_seq.4234.8" 55.3509973426343
"IL.1.sRI_seq.2991.9" 29.7875127784419
"IL.1.sRII_seq.14133.93" 57.0827902158199
"IL.17.sR_seq.2992.59" 36.4763980831485
"IL.17B.R_seq.5084.154" 35.5573423263957
"IL.18.BPa_seq.3073.51" 9.60068894683711
"IL.18.Ra_seq.14079.14" 57.3979539861522
"IL.18.Ra_seq.3446.7" 44.5566141185425
"IL.22_seq.2778.10" 53.4392315855152
"IL.6.sRa_seq.15602.43" 32.2634791644604
"IL.6.sRa_seq.4139.71" 27.6959315340336
"IL.6.sRa_seq.8092.29" 27.2409414135916
"IL.6_seq.4673.13" 65.475491616478
"IL.8_seq.3447.64" 57.7880814088254
"ILT.2_seq.5090.49" 42.3091005528634
"ILT.4_seq.5091.28" 62.6504285698521
"INGR2.ECD_seq.9180.6" 27.6935154578839
"INGR2.ECD_seq.9305.89" 36.0879363231598
"IP.10_seq.4141.79" 44.9601553177478
"ISK2_seq.13405.61" 31.2721079812845
"ISLR2_seq.13124.20" 6.71962551750327
"ISLR2_seq.8528.74" 6.52599418115257
"ITI.heavy.chain.H1_seq.7955.195" 56.8048193329663
"ITI.heavy.chain.H4_seq.4811.33" 57.2273252040235
"JAM.B_seq.2997.8" 5.25140039273367
"JAM.C_seq.2998.53" 12.8024612348711
"kallikrein.10_seq.6227.1" 43.2397009937606
"Kallikrein.11_seq.2831.29" 52.9062893300291
"Kallikrein.11_seq.7775.15" 54.1310360224647
"kallikrein.13_seq.11152.46" 62.1459397907232
"kallikrein.14_seq.8620.56" 58.159279201756
"kallikrein.15_seq.6491.59" 32.9681222961652
"Kallikrein.7_seq.3378.49" 46.1013500992186
"kallikrein.8_seq.13708.56" 56.834665054891
"kallikrein.8_seq.2834.54" 62.0990877944735
"Kallistatin_seq.14105.5" 53.6139059234268
"Kallistatin_seq.3449.58" 55.5648713930368
"KCRU_seq.15542.19" 18.6249805686806
"L.plastin_seq.17231.1" 42.0114705868759
"L.plastin_seq.9749.190" 38.4549578958025
"LACB2_seq.22381.1" 40.5006679918433
"Layilin_seq.2635.61" 18.5150444351923
"LECT2_seq.16763.11" 63.1703590688389
"Leptin_seq.2575.5" 60.8345426000796
"Leptin_seq.8484.24" 61.3813317829614
"LG3BP_seq.5000.52" 16.1418600146821
"LIF.sR_seq.5837.49" 22.6483094066689
"Lipocalin.2_seq.2836.68" 53.6634302292291
"LIPP_seq.15613.16" 62.8762809040546
"LIPR2_seq.15471.29" 57.2964114381871
"LIRA2_seq.15614.168" 50.7490933079823
"LIRA3_seq.6391.52" 56.6223964837815
"LIRA5_seq.7787.25" 62.4099087847057
"LIRA6_seq.7059.14" 61.2891079720923
"LIRB5_seq.7015.8" 50.8305070393902
"LPLC1_seq.11246.3" 61.7510749704277
"LPLC1_seq.15367.38" 59.0469962144175
"LRIG1_seq.18831.6" 34.7635432836159
"LRP11_seq.15472.16" 6.73332004971516
"LRP11_seq.6713.4" 8.62483967201254
"LRP11_seq.8330.1" 6.00270240159441
"LRTM2_seq.8906.60" 5.96719441225778
"LTB4DH_seq.19617.5" 57.089377887894
"LY75_seq.16620.26" 32.2862756836964
"Lymphotactin_seq.14078.69" 41.7395633106603
"LYVE1_seq.3206.4" 14.4639015718087
"M.CSF.R_seq.13682.47" 24.122554875031
"M.CSF.R_seq.2638.12" 31.7853642362309
"MA1A2_seq.9077.10" 8.17559252538883
"MA2B2_seq.9251.28" 61.2501828307669
"Macrophage.mannose.receptor_seq.2637.77" 17.4047674306152
"MANS1_seq.9557.5" 5.14920964948489
"Marapsin_seq.15535.3" 13.6280765836992
"MARCO_seq.20134.27" 56.4623165974927
"MATN2_seq.3325.2" 66.7844013816154
"MATN3_seq.19361.78" 26.9062960060162
"MCP.1_seq.2578.67" 59.7613136052745
"MDGA1_seq.16900.29" 22.0039095326011
"MDHC_seq.3853.56" 31.0063099652442
"MESD2_seq.15299.102" 5.25838177258561
"Met_seq.2837.3" 8.69519324370787
"MFGM_seq.4455.89" 18.0663219450343
"MIA_seq.2687.2" 67.5913778128587
"MIC.1_seq.4374.45" 41.8620799015233
"MIF_seq.5356.2" 76.2439507879549
"MIG_seq.9188.119" 58.8842997513184
"MIP.5_seq.14109.15" 60.4447245747493
"MIP.5_seq.18289.16" 57.74993620171
"MMP.1_seq.4924.32" 54.7182810155292
"MMP.10_seq.8479.4" 80.2278314928115
"MMP.12_seq.4496.60" 61.8993763797304
"MMP.7_seq.2789.26" 60.5391290601221
"MMP.8_seq.9172.69" 59.7798365103056
"Mn.SOD_seq.5008.51" 8.35966583086057
"MPIF.1_seq.2913.1" 61.1170795407736
"MSP_seq.4407.10" 55.7229870560884
"MUC18_seq.20512.2" 29.7676818249499
"MXRA8.ECD_seq.10521.10" 37.9888251843504
"MYOC_seq.16558.2" 63.7759505768236
"Myoglobin_seq.3042.7" 60.3745373504442
"NAGPA_seq.11208.15" 7.13583499789064
"NAP.2_seq.2790.54" 58.5418035864105
"NAR3_seq.10970.3" 10.3203344197333
"NAR3_seq.7970.315" 16.6465017420706
"NB5R2_seq.19143.38" 62.8006955401322
"NCAM.L1_seq.4246.40" 13.3785272382489
"NCAM1_seq.20161.41" 13.4886549337875
"nectin.1.gamma.ECD_seq.20584.4" 5.08230922922374
"NELL1_seq.6544.33" 24.3689516719708
"NEO1_seq.8900.28" 6.42898135752423
"NEU1_seq.8356.88" 60.6410086851011
"NEUG_seq.18303.39" 42.6874360031507
"Neuropilin.2_seq.15387.44" 19.9306861447634
"Neuropilin.2_seq.6590.54" 9.53529472772525
"NFASC_seq.7179.69" 9.70470409584085
"NFL_seq.10082.251" 54.4175212820445
"NID2_seq.16060.99" 63.5173206736613
"NID2_seq.3633.70" 55.3808504391134
"Nidogen_seq.3213.65" 28.80935862751
"Nogo.Receptor_seq.5105.2" 14.210446317435
"Notch.1_seq.5107.7" 7.01313690228541
"Notch.3_seq.5108.72" 5.83382168202103
"NPTN_seq.7194.36" 9.29095427498809
"NPTX1_seq.9256.78" 34.2275224289944
"NPTX2_seq.6521.35" 6.9308172160029
"NRP1_seq.3214.3" 8.4923929219512
"NRP1_seq.5542.22" 19.1545825723833
"NSE_seq.10339.48" 48.5227728904247
"NSF1C_seq.4250.23" 27.4195118938866
"NT5C_seq.12560.9" 63.1675384411262
"OBP2B_seq.5680.54" 61.1690143873703
"OLR1_seq.3636.37" 49.308617624396
"OLR1_seq.7893.19" 48.3462812248476
"OMD_seq.5358.3" 50.757891223522
"OMD_seq.5725.1" 51.147989955469
"OMP_seq.18240.6" 62.1067935426701
"OPG_seq.8304.50" 53.2288922627716
"OX2G_seq.5112.73" 12.3838847600008
"P.Selectin_seq.4154.57" 47.0691911916755
"PACAP_seq.16322.10" 58.2317099681278
"PAFAH_seq.5015.15" 51.2874460572311
"PAI.1_seq.2925.9" 62.7613126699404
"Pancreatic.alpha.amylase_seq.18917.53" 15.6410889734745
"PAP1_seq.15304.1" 58.9009797353424
"PARC_seq.3044.3" 62.3640120619229
"PARK7_seq.19523.215" 38.3006587212503
"PBP_seq.16765.52" 46.3003661064867
"PCD17_seq.21395.23" 10.9330722899539
"PCDH1_seq.24967.4" 17.6030910236099
"PCDH9_seq.10558.26" 10.1123007799053
"PCI_seq.3389.7" 54.0369184982782
"PCOC1_seq.11237.49" 21.8138409326679
"PCSK9_seq.5231.79" 20.1960653491121
"PCSK9_seq.8246.9" 20.1921777346491
"PDGFRA_seq.10366.11" 8.77841163456661
"PDIA4_seq.20525.200" 12.6949422764152
"PEAR1.ECD_seq.8275.31" 18.2852666406125
"Periostin_seq.3457.57" 45.73179699923
"Periostin_seq.6645.53" 37.3768446794566
"PERL_seq.4801.13" 54.3422143332856
"Perlecan_seq.15626.223" 13.9199563502379
"Peroxiredoxin.1_seq.3855.56" 34.8007060461535
"PGRP.L_seq.5601.2" 60.2889018308496
"PGRP.S_seq.3329.14" 62.0901425140484
"PHI_seq.4272.46" 125.229558130861
"PHS_seq.11313.100" 54.0094615467939
"PIGR_seq.3216.2" 76.7632348782963
"Plasminogen_seq.4151.6" 62.0092904403635
"PlGF_seq.3078.1" 61.3358511803665
"PLXA4_seq.19560.23" 11.178563828175
"PLXB2_seq.9216.100" 16.5824479148912
"PPA6_seq.5742.14" 33.4289597101307
"Pregnancy.zone.protein_seq.6580.29" 61.4930510015719
"Prekallikrein_seq.4152.58" 53.9339904042436
"PRL_seq.2585.2" 59.5373446238303
"PRND_seq.18231.147" 50.1926838702193
"Properdin_seq.2960.66" 50.9055962360808
"PROSC_seq.20439.14" 72.3920613641839
"Prostasin_seq.15513.108" 37.7928767372075
"prostatic.binding.protein_seq.4276.10" 41.9962786346081
"Protease.nexin.I_seq.3217.74" 56.7050003924784
"Protein.disulfide.isomerase.A3_seq.7832.181" 6.92455925157975
"PRTG_seq.21397.21" 12.9140954432213
"Pseudocholinesterase_seq.15514.26" 20.1050295174525
"Pseudocholinesterase_seq.8239.223" 15.2385085592736
"PSP.94_seq.10620.21" 58.6701713229735
"PSP_seq.13095.51" 55.5128367141412
"QORX_seq.17748.21" 42.9214377538169
"QSCN6_seq.6217.23" 15.5399860455297
"RANK_seq.5424.55" 10.9262736393827
"REG1B_seq.16770.3" 55.925919508281
"REG4_seq.11102.22" 61.8121220904643
"RELT_seq.14112.40" 8.67129990934991
"RELT_seq.5115.31" 4.66033795810187
"Renin_seq.3396.54" 52.1068410517843
"resistin_seq.3046.31" 64.4158143293769
"RET_seq.3220.40" 26.5162351914696
"RGMA_seq.5483.1" 9.2224725136507
"Ribonuclease.UK114_seq.14636.25" 8.39300104109234
"RNAS4_seq.5644.60" 41.9290763616796
"RNT2_seq.16913.8" 50.8622289557474
"ROBO1_seq.5740.17" 5.96595941658416
"ROBO2_seq.22578.17" 5.95060010752817
"ROBO2_seq.5116.62" 9.93244949443928
"ROR1_seq.2590.69" 13.0748255808733
"ROR1_seq.8474.6" 8.48267768724751
"RSPO3_seq.13094.75" 5.2737255067326
"RSPO3_seq.8427.118" 8.54961235838437
"RWDD1_seq.21323.2" 49.9552161293713
"SAA.4_seq.15516.12" 59.2046199806055
"SAP_seq.2474.54" 57.6630174284276
"SARP.2_seq.14042.11" 42.2315189548231
"SARP.2_seq.3221.54" 56.3751497407634
"sCD14_seq.16914.104" 29.028143222307
"sCD163_seq.5028.59" 22.879516936499
"SCF.sR_seq.2475.1" 14.642030633616
"SCF_seq.9377.25" 18.553141702397
"SCGF.alpha_seq.4500.50" 42.0242327005169
"SCGF.beta_seq.2966.65" 32.666713221225
"SCN2B_seq.8353.15" 10.6782723328738
"sE.Selectin_seq.3470.1" 63.7987956983034
"SEM4D_seq.5737.61" 12.3981710298679
"Semaphorin.7A_seq.7019.13" 25.582121342947
"Serpin.B1_seq.10737.96" 18.3987355670312
"Serpin.B9_seq.21221.67" 43.5500013902862
"SEZ6L_seq.19563.3" 8.45490021330295
"SFRP4_seq.17447.52" 63.1752732296581
"SFRP4_seq.9284.25" 60.8412551701817
"SHBG_seq.4929.55" 65.9040566605904
"SHBG_seq.7909.37" 66.1950979873559
"SIAE_seq.9263.57" 57.6215730964328
"sICAM.5_seq.5124.62" 9.60949768231709
"sICAM.5_seq.5124.69" 8.52396997834762
"sICAM.5_seq.8245.27" 17.1419851111927
"Siglec.3_seq.3166.92" 43.3417510587742
"Siglec.5_seq.16792.4" 53.0687666883544
"Siglec.5_seq.23030.4" 51.6145697520526
"Siglec.5_seq.9275.2" 54.753442150378
"Siglec.7_seq.2742.68" 54.6626719084319
"SIRB1_seq.6247.9" 58.2861881701853
"sL.Selectin_seq.4831.4" 51.1420213447823
"sLFA.3_seq.10938.13" 26.4606501885325
"SLIK1_seq.10743.13" 4.39014327822676
"SLIK1_seq.15539.15" 5.20124962744788
"SLIK2_seq.21385.5" 21.3968989881006
