"marker" "inflation"
"TRYB1_seq.9409.11" Inf
"Trypsin.2_seq.5034.79" Inf
"TSP2_seq.3339.33" Inf
"TSP4_seq.3340.53" 69.3777802740754
"TWEAK_seq.5939.42" 22.4946653594953
"TWF2_seq.23396.21" 21.762797437738
"TXND5_seq.11212.7" 42.7537301136996
"ULBP.2_seq.22583.47" 151.149146819566
"UNC5H4_seq.16307.22" 12.2631782098098
"UNC5H4_seq.5140.56" 11.2582979137304
"UNC5H4_seq.8624.16" 9.56532729114401
"URB_seq.3234.23" 133.453508728219
"VAP.1_seq.21491.7" 146.38782273616
"VASN_seq.5682.13" 65.4461946779156
"VCAM.1_seq.20093.9" Inf
"VCAM.1_seq.2967.8" Inf
"VEGF.D_seq.13098.93" 138.750889575553
"VEGF.D_seq.14705.1" 148.144840464304
"VISL1_seq.13522.20" 30.7132963873932
"VITRN_seq.6234.74" Inf
"VITRN_seq.9627.15" Inf
"VNN2_seq.15480.2" Inf
"VSIG4_seq.17678.28" 98.9359554966026
"VTI1A_seq.7952.2" 6.60842798974796
"VWA1_seq.6385.63" 112.391688061234
"VWC2_seq.11121.56" 16.1527253507022
"VWC2_seq.15308.108" 14.9515534999778
"VWC2L_seq.7995.16" 14.556768358905
"vWF_seq.3050.7" 77.0972500819764
"WFDC1_seq.9316.67" 112.921935490338
"WFKN2_seq.3235.50" Inf
"WIF.1_seq.16070.7" 107.565208724856
"WIF.1_seq.2848.2" 117.652050628752
"WISP.1_seq.13692.154" Inf
"WISP.2_seq.6392.7" Inf
"X5..Nucleotidase_seq.15452.5" Inf
"X6Ckine_seq.2516.57" 147.266331600232
"XEDAR_seq.3083.71" 74.048091830692
"XTP3A_seq.4314.12" 97.440731310175
"YAP1_seq.25451.39" 151.149146819566
"ADAM12_seq.4420.7" 85.0788067236736
"Agrin_seq.15483.377" 102.832799150261
"AMGO2_seq.14134.49" 93.339177553935
"AMGO2_seq.6914.15" 52.9065057586144
"Aminoacylase.1_seq.3343.1" Inf
"annexin.I_seq.4960.72" Inf
"annexin.II_seq.13700.10" Inf
"annexin.II_seq.4961.17" Inf
"annexin.IV_seq.17164.15" 127.604081003563
"Apo.F_seq.12370.30" Inf
"Apo.L1_seq.9506.10" 97.5469028556346
"ApoM_seq.14125.5" Inf
"ARSB_seq.3172.28" Inf
"ART_seq.2813.11" Inf
"Arylsulfatase.A_seq.3583.54" Inf
"ASAH2_seq.3212.30" Inf
"ASAHL_seq.3173.49" Inf
"AT1B1_seq.13392.13" 32.5792800491621
"b.CF_seq.21391.17" Inf
"B7.H2_seq.5061.27" 97.9990126525943
"B7.H2_seq.9303.9" Inf
"BAFF_seq.3059.50" Inf
"BLVRB_seq.17148.7" Inf
"BMP.4_seq.15667.39" 89.3846338306285
"BMP.6_seq.8459.10" 61.7363674516622
"Bone.proteoglycan.II_seq.2666.53" Inf
"BR.serine.threonine.kinase.2_seq.9790.28" 83.5340460581713
"C1QT1_seq.6304.8" 106.754489129195
"Cadherin.5_seq.2819.23" 111.999056647031
"Cathepsin.H_seq.8465.52" Inf
"Cathepsin.H_seq.8644.46" Inf
"Cathepsin.V_seq.3364.76" Inf
"CCD50_seq.12399.194" 39.739021064111
"CFC1_seq.3294.55" 25.2743956146879
"CgA_seq.11184.51" 128.799152666831
"CgA_seq.8476.11" 30.2835931445621
"CGRE1_seq.6257.56" Inf
"CLM9_seq.20585.5" Inf
"CO5A1_seq.22047.46" Inf
"complement.factor.H.related.5_seq.3666.17" Inf
"cPLA2.alpha_seq.21430.4" Inf
"CRBP_seq.19279.42" 105.314411516458
"CRBP_seq.22955.28" 80.9074799762487
"CREL1_seq.7628.40" 68.8032736770453
"CRH_seq.19637.9" 99.2435504204427
"CRHBP_seq.6039.24" Inf
"CRIP2_seq.9053.16" 120.131110962436
"Cripto_seq.5810.25" 144.174663217632
"CRLF1_seq.14747.9" 106.970211155685
"CTHR1_seq.15467.10" 102.187960572996
"CTHR1_seq.6236.51" Inf
"DBNL_seq.4978.54" 112.504429145376
"DC.SIGN_seq.22576.1" Inf
"DC.SIGNR_seq.3030.3" Inf
"DCE1_seq.11280.6" 98.3599007113479
"DJB14.CD_seq.8053.16" 15.5902688802025
"DNER.ECD_seq.9769.48" 17.3505286660886
"DRAXI_seq.7084.1" 119.346665336874
"DUT_seq.9995.6" 54.9207496089471
"EDIL3_seq.9360.33" Inf
"F16P1_seq.7206.20" Inf
"FA69C_seq.14341.8" 116.495027638016
"FABP2_seq.15385.116" Inf
"FABPL_seq.11516.7" 146.38782273616
"FAM3D_seq.13102.1" Inf
"FCG2A_seq.3309.2" Inf
"FCN2_seq.3313.21" Inf
"FKB14_seq.9340.17" 57.996528754631
"FKBP52.protein_seq.17722.5" 105.493710124977
"FOLR3_seq.5624.66" 89.2165858146863
"GAS.6_seq.15391.114" 79.6813902324723
"GBP1_seq.15326.64" Inf
"GBRAP_seq.17735.130" 11.5598162812184
"Gc.Globulin..Mixed.Type_seq.15589.1" Inf
"GFAP_seq.3034.1" 70.2660406729815
"GGT5_seq.21548.20" 102.885147801655
"Glutathione.S.transferase.Pi_seq.4911.49" 99.8505312170182
"GP1BA_seq.4990.87" Inf
"gp75_seq.21441.20" Inf
"GPV_seq.7185.29" Inf
"H6ST1_seq.5465.32" 33.1828041579605
"HAI.1_seq.2828.82" Inf
"HO.1_seq.17398.55" 81.5666435071848
"HPCL1_seq.17791.25" 17.9786484099744
"HSP.70_seq.14237.1" Inf
"HSP.70_seq.4124.24" Inf
"HTRA2_seq.3317.33" 19.9997524053335
"IGFBP.2_seq.8469.41" Inf
"IGFBP.3_seq.2571.12" Inf
"IGLO5_seq.6478.2" 28.3209079569193
"IGSF8_seq.6984.6" 47.3569813908729
"IL.17D_seq.4136.40" Inf
"IL.22_seq.13742.66" Inf
"IL.34_seq.4556.10" Inf
"IL.7_seq.14049.17" Inf
"INHBC_seq.6408.2" Inf
"Inhibin.bB.chain_seq.13676.46" 64.6304807371188
"IPP2_seq.19152.4" 69.8791161207638
"ISK6_seq.5731.1" Inf
"kallikrein.14_seq.15544.25" Inf
"KAP0_seq.21483.155" 16.7616341225831
"KIRR2_seq.16609.106" 30.0471278046856
"Lefty.A_seq.15503.15" Inf
"LRIG3_seq.3322.52" 102.292517323616
"LY9_seq.3324.51" Inf
"Macrophage.scavenger.receptor.ECD_seq.15533.97" 109.461026265893
"MCP.2_seq.13748.4" Inf
"MDC_seq.22993.9" Inf
"MEK1_seq.2864.2" 151.149146819566
"MER_seq.19787.14" 120.764424944623
"MER_seq.20572.6" 143.384868455807
"Midkine_seq.2911.27" Inf
"MIP.3b_seq.4922.13" 128.21874320907
"MIP.5_seq.3509.1" Inf
"MMP.9_seq.2579.17" Inf
"NDST1_seq.6927.7" 36.0249454057535
"NGF.R_seq.8374.5" 19.3607042636545
"NLGN1_seq.15620.4" 43.0602225921711
"NLGN1_seq.23000.22" 27.40659090555
"NLGN1_seq.8052.115" 42.5273221037456
"NPDC1_seq.10424.31" 21.1992571808518
"NPS.PLA2_seq.2692.74" Inf
"NRX3A_seq.16323.8" 115.394033990559
"NUDC.CS_seq.8887.21" 137.293330653549
"OGFR_seq.24934.96" 143.77976583672
"ON_seq.14110.200" Inf
"PAP1_seq.9277.16" Inf
"PDGF.Rb_seq.3459.49" Inf
"PF.4_seq.2697.7" Inf
"PLXB2_seq.10855.55" 131.2236339787
"PRL_seq.10967.12" Inf
"Prostasin_seq.6225.3" 141.88372892446
"Protein.disulfide.isomerase_seq.11450.110" 115.460978828435
"Proteinase.3_seq.3514.49" Inf
"PSME2_seq.17694.32" Inf
"PTPRR_seq.6361.49" 40.8791089384695
"PXDC2.ECD_seq.10576.7" 34.2050534051637
"RNAS6_seq.5646.20" Inf
"SEM4C_seq.7923.41" 120.558357393284
"SEPR_seq.5029.3" Inf
"sFRP.3_seq.2841.13" Inf
"SIA8A_seq.21508.7" 108.720930164946
"sICAM.2_seq.14756.29" Inf
"Siglec.9_seq.3007.7" Inf
"SLAF5_seq.3642.4" 143.384868455807
"sLeptin.R_seq.5400.52" Inf
"Sorting.nexin.15_seq.23416.47" 74.2821789051168
"SPINT2_seq.2843.13" Inf
"sRAGE_seq.4125.52" Inf
"suppression.of.tumorigenicity.13_seq.18387.7" 26.2856498807826
"Syntaxin.7_seq.8274.64" 20.6750743016646
"T132A_seq.7871.16" 43.5554363262867
"Tenascin.X_seq.5698.60" 128.081247967165
"Tenascin_seq.2728.62" 73.772680399375
"Tenascin_seq.4155.3" Inf
"Tenascin_seq.5675.6" Inf
"Tenascin_seq.7131.207" Inf
"TFPI_seq.3336.50" 138.065380618079
"TGF.b1_seq.14108.15" 116.281269480777
"Thrombin_seq.4157.2" Inf
"TIMD3_seq.11481.25" 108.297771141297
"TP_seq.11361.73" Inf
"TPD54_seq.23265.15" 140.965989434099
"TRML2_seq.5736.1" Inf
"VEGF.sR1_seq.16315.105" 75.6956640115749
"VEGF.sR1_seq.8231.122" 57.0622523081621
"WFKN2_seq.13408.23" Inf
"YKL.40_seq.11104.13" Inf
"a2.HS.Glycoprotein_seq.10966.1" Inf
"ACOX1_seq.21552.9" Inf
"Activated.Protein.C_seq.3758.63" Inf
"ADAM.9_seq.3795.6" 30.4836355207641
"ADH4_seq.8325.37" Inf
"ADSV_seq.12684.5" Inf
"AGR3_seq.17342.13" Inf
"AIF1_seq.2849.49" 110.209803146574
"ALDH.E2_seq.18381.16" Inf
"Aldose.reductase_seq.16606.85" 63.0050562325016
"AMGO1.CD_seq.9979.13" 103.248279273559
"AMGO1.ECD_seq.20120.101" 111.667061484278
"Amyloid.like.protein.1_seq.7210.25" 48.6622512436556
"Annexin.V_seq.14158.17" Inf
"ANX11_seq.17513.11" Inf
"AP2B1_seq.24938.7" 19.7429782056966
"Apo.A.II_seq.7127.3" 85.083736701107
"Apo.B_seq.2797.56" Inf
"Apo.TC.II_seq.15560.52" Inf
"ARHGA_seq.9061.3" 110.078038248931
"ASGR2_seq.9474.22" 100.235281568766
"ASNA_seq.13620.10" Inf
"Asparaginase.like.protein.1_seq.18313.4" Inf
"AT1B2_seq.7218.87" 103.070978899556
"ATX3_seq.16825.20" 75.6627935777925
"Azurocidin_seq.2751.16" 61.1983017443031
"b2.Microglobulin_seq.10574.10" Inf
"B3GA3_seq.6897.38" 71.525520647552
"B7.2_seq.6232.54" 65.38736558169
"BAIP2_seq.19331.18" Inf
"BAT3_seq.21955.36" 19.4107881454907
"BCAT2_seq.19365.11" Inf
"BCL7A_seq.21331.19" Inf
"BGN_seq.13690.26" Inf
"BGN_seq.3284.75" Inf
"BID_seq.5798.3" 75.7792065483726
"BOLA1_seq.15370.5" 23.0009436548321
"BTC_seq.9242.11" 138.510108726169
"C1.Esterase.Inhibitor_seq.13710.6" Inf
"C1GLC_seq.5735.54" 17.2107504860828
"C1QTNF5_seq.7810.20" Inf
"C43BP.START.domain_seq.13950.9" Inf
"CA080_seq.17347.80" Inf
"CACB3_seq.24237.115" 41.3238558482054
"CACO2_seq.12534.10" 38.4649230579128
"CAD15.CD_seq.11215.6" Inf
"CAD17_seq.16613.3" Inf
"CAD23_seq.25272.17" Inf
"Cadherin.E_seq.2501.51" Inf
"CAMLG_seq.21140.19" 69.7160448387445
"Carbonic.anhydrase.6_seq.13747.9" Inf
"Carbonic.anhydrase.6_seq.3352.80" Inf
"Caspase.10.region.1_seq.5340.24" 105.472866766179
"CATF_seq.9212.22" Inf
"Cathepsin.D_seq.5508.62" 80.6888265030402
"CBLN1_seq.9313.27" Inf
"CC134_seq.15300.66" 62.7960923727421
"CD2_seq.7100.31" Inf
"CD36.ANTIGEN_seq.2973.15" 151.149146819566
"CD5.ECD_seq.5596.75" 74.2197672411216
"CD59_seq.11514.196" 53.5613129931127
"CD63_seq.9190.7" 100.926382616285
"CD7_seq.12008.3" Inf
"CEAM8_seq.18873.8" Inf
"CHM1A_seq.18224.11" Inf
"CHP1_seq.12458.79" 9.70622949870003
"CIRBP_seq.12724.81" 117.046810062978
"CL12A_seq.11187.11" Inf
"CLC2L_seq.8242.9" 49.6505391776989
"CLC4C_seq.9094.5" Inf
"CLC4G_seq.10781.19" 105.344177291732
"CLCA_seq.19257.11" Inf
"CLIC5_seq.12475.48" Inf
"CNTN2_seq.3296.92" Inf
"Coagulation.Factor.IX_seq.4876.32" Inf
"Coagulation.Factor.IXab_seq.5307.12" Inf
"Coagulation.Factor.VII_seq.3184.25" Inf
"COCH_seq.7227.75" Inf
"COLEC12_seq.5457.5" Inf
"Collagen.II_seq.15569.15" Inf
"CRTAM_seq.7968.15" Inf
"CSPG3_seq.15573.110" 21.130333869261
"CSPG6_seq.14324.52" Inf
"CSRP3_seq.9171.11" 45.4400011290231
"CSTP1_seq.21108.5" 151.149146819566
"CTAG1A_seq.6931.10" Inf
"CTLA.4_seq.3022.4" Inf
"Cyclophilin.F_seq.5248.68" Inf
"CYTD_seq.3803.10" Inf
"DAN_seq.2944.66" 59.5328225536032
"DCNL1_seq.17366.6" 62.561474886136
"DCXR_seq.17758.79" Inf
"DDHD2_seq.25499.37" 51.1635143935898
"Desmoglein.3_seq.16317.20" 60.487195163446
"DHI1_seq.21967.20" Inf
"discoidin.domain.receptor.1_seq.4122.12" Inf
"Dkk.4_seq.3365.7" Inf
"DKK3_seq.10746.24" 34.154377679574
"DLL4_seq.3305.6" 138.065380618079
"DNJB8_seq.20942.4" 18.3276932878845
"DOC2B_seq.7997.118" 7.88855301498091
"DPEP2_seq.8327.26" 91.3239066914664
"DPY30_seq.13943.38" 14.188607843695
"DR6_seq.5404.53" 22.3489853269606
"DR6_seq.9259.35" 6.36297942120534
"DRG.1_seq.4209.60" Inf
"EF1D_seq.17826.341" Inf
"EGLN1_seq.9901.28" 90.8095024098013
"EHD3_seq.25232.4" 17.9526620780936
"eIF.5A.1_seq.5888.29" 144.174663217632
"ENAH_seq.9757.29" 72.7210791810036
"Endoplasmin_seq.6393.63" 69.0652692186802
"ENOB_seq.16616.137" Inf
"Enoyl.CoA.hydratase_seq.17787.1" Inf
"ENPP2_seq.16892.23" Inf
"ENTP5_seq.4437.56" Inf
"Eotaxin_seq.5301.7" Inf
"EPN4_seq.11659.31" 13.4709089604882
"Epo_seq.5813.58" Inf
"ERP29_seq.13728.19" Inf
"ERP29_seq.4983.6" 134.336924881933
"EST3_seq.25292.4" 40.7477885471214
"FCG2B_seq.22960.8" Inf
"FCG2B_seq.3310.62" Inf
"FCN1_seq.15582.25" Inf
"FGF7_seq.14031.18" Inf
"FGF7_seq.4487.1" Inf
"FKBP7_seq.9288.7" 96.520572701979
"FOXO1A_seq.22055.31" Inf
"Fragile.histidine.triad.protein_seq.9826.135" 13.5316288713897
"Frizzled.10.CD_seq.11647.6" Inf
"Furin_seq.6276.16" Inf
"FZD8_seq.20577.5" 34.204333525296
"G6B.ECD_seq.7065.1" Inf
"GAG2A_seq.18268.5" 7.36197742436406
"GBRL1_seq.12661.44" 11.2777009214614
"GCP.2_seq.3495.15" Inf
"GGA1_seq.13594.158" 20.0529486279135
"ghrelin_seq.6518.85" 151.149146819566
"GI24.CD_seq.11531.24" Inf
"GIP_seq.16292.288" Inf
"GIPC2_seq.20921.1" Inf
"GLCM_seq.18331.3" 109.868669331807
"Glucagon_seq.4891.50" Inf
"Glutathione.S.transferase.Pi_seq.13576.15" Inf
"GNPI1_seq.8909.77" 41.2786221033497
"GP116_seq.6409.57" 151.149146819566
"GPVI_seq.3194.36" Inf
"GRHPR_seq.18295.102" 121.842971839037
"Gro.g_seq.22973.8" Inf
"GSH0_seq.18214.2" 117.241059201214
"GX_seq.2949.6" 59.2899486377028
"HBAT_seq.7965.25" 133.731792535725
"HBAZ_seq.6919.3" Inf
"HCLS1_seq.21439.37" Inf
"HEBP1_seq.18225.13" 84.5261970276571
"HSDL2_seq.23588.9" 30.0584966359586
"HSP70.protein.2_seq.22043.174" 134.205747942596
"ICAM4_seq.6550.4" 112.925345293594
"ICAM4_seq.9461.2" Inf
"ICT1_seq.6380.23" 122.674201332506
"IF4E_seq.19263.147" Inf
"IGBP1_seq.12358.6" 118.443110540624
"IL.12.RB2_seq.3815.14" 100.756956338238
"IL.13.Ra1_seq.2633.52" Inf
"IL.13_seq.14085.28" Inf
"IL.15.Ra_seq.14054.17" 58.4928974002325
"IL.16_seq.2774.10" 84.7731726195905
"IL.18.Rb_seq.10457.3" Inf
"IL.19_seq.3035.80" Inf
"IL.1a_seq.4851.25" Inf
"IL.1F6_seq.14150.7" Inf
"IL.2.sRb_seq.9343.16" 130.350563516794
"IL.20.Ra_seq.5085.18" Inf
"IL.3.Ra_seq.13744.37" 83.5305225638685
"IL.9_seq.5834.18" Inf
"Inosine.triphosphatase_seq.18916.25" 129.555304226908
"Integrin.beta.7_seq.11205.10" 77.7084025590724
"IR_seq.3448.13" 56.83807705349
"ITIH3_seq.7145.1" Inf
"ITIH5_seq.8233.2" 138.627151711116
"JNK2_seq.15604.18" Inf
"JNK2_seq.9760.13" Inf
"K154L_seq.11145.72" 85.5927888832244
"KAD2_seq.11368.32" 55.7660298873331
"KAZD1_seq.7144.234" 51.9230846173039
"Keratin.18_seq.5354.11" 151.149146819566
"Keratin.19_seq.15606.19" Inf
"KGUA_seq.17325.10" 126.125339166519
"KI2L3_seq.17153.46" Inf
"KI3L1_seq.18907.97" 110.694732508053
"KLOTB_seq.19557.3" Inf
"LAG.3_seq.9950.229" Inf
"Lamin.B2_seq.20217.26" Inf
"LBP_seq.3074.6" Inf
"LIRA4_seq.8299.66" Inf
"LIRB4_seq.6453.70" Inf
"LRFN2_seq.7200.4" 86.129636862452
"LRRN1.CD_seq.11293.14" Inf
"LRTM1_seq.9368.64" Inf
"LSHB_seq.8376.25" Inf
"LYN_seq.3453.87" 137.293330653549
"LYNB_seq.3381.24" Inf
"LZTL1_seq.20378.110" 132.811178855939
"MAG_seq.20579.50" 151.149146819566
"MAGE.3_seq.20133.1" Inf
"MANS4_seq.9578.263" 74.3572161809446
"MARE3_seq.16885.49" 94.1029491506107
"MCEE_seq.9388.18" 97.3919045487667
"MDM1_seq.7898.29" 25.1740928734475
"megalin_seq.10618.190" 59.3440752086328
"MGMT_seq.21437.77" Inf
"MIF_seq.8221.19" Inf
"MLP3A_seq.17781.191" 12.3801841408863
"MMP.8_seq.2954.56" 78.2724557946681
"MNDA_seq.20076.7" Inf
"MO4L2_seq.24443.8" Inf
"MOG_seq.15619.49" 103.223823332744
"MP3B2_seq.20965.18" 81.6399388255869
"Myeloperoxidase_seq.2580.83" Inf
"MYL4_seq.20107.11" 57.7186233965544
"Myokinase..human_seq.5012.67" Inf
"MYOM2_seq.13534.20" Inf
"Myostatin_seq.14583.49" Inf
"N.terminal.pro.BNP_seq.7655.11" Inf
"NAGK_seq.3894.15" Inf
"NAP2L_seq.19188.21" Inf
"NCK2_seq.13615.60" 87.5166968804196
"NDRG1_seq.19215.7" 77.1409681152952
"NECP2_seq.20915.68" 54.1378752082611
"NELL2_seq.6022.57" Inf
"NF.kappa.B.p105_seq.9869.28" 117.011162199998
"NHERF_seq.24694.158" Inf
"NIT2_seq.17808.37" Inf
"NKp46_seq.8360.169" 111.52575556557
"NLGN2.ECD_seq.9772.153" 40.5551798678246
"NovH_seq.2737.22" Inf
"NPTXR_seq.15511.37" 79.1304275393364
"NPTXR_seq.8997.4" 137.859068222528
"Nr.CAM_seq.5109.24" 111.310363758646
"Nucleoside.diphosphate.kinase.A_seq.5909.51" 106.949268836794
"NUD15_seq.23584.2" Inf
"NUD16_seq.20948.16" 42.2964387255677
"NXPH1_seq.23002.27" 136.883733433046
"ORN_seq.13590.1" 55.8467065585978
"Osteocalcin_seq.11067.13" 101.482386533569
"Osteopontin_seq.13113.7" 67.0037149552347
"PADI4_seq.21237.24" Inf
"PAPP.A_seq.4148.49" Inf
"PBEF_seq.5011.11" Inf
"PCSK7_seq.4459.68" 151.149146819566
"PDGF.CC_seq.13658.31" Inf
"PDLI5_seq.23703.8" 82.6947675118992
"PENK_seq.9076.25" Inf
"PEPA4_seq.22572.19" 80.7524695315465
"Peroxiredoxin.3_seq.8358.30" 10.5459643195976
"Peroxiredoxin.6_seq.5018.68" 109.042732524493
"PGCB_seq.3461.58" Inf
"PgR_seq.15693.9" 60.0060021820349
"Phospholipase.C.beta.1_seq.11354.21" 8.39240087196811
"PILRA.isoform.FDF03.deltaTM_seq.6402.8" Inf
"PILRA.isoform.FDF03.M14_seq.10816.150" Inf
"PKB.beta_seq.14685.17" 115.313158663444
"PKB.gamma_seq.3392.68" 31.0135563086112
"PP1G_seq.19295.32" Inf
"PPM1B_seq.22009.1" 34.307445898628
"PPM1F_seq.23923.26" 82.5258625268912
"PPME1_seq.17852.5" 113.511845210136
"PPT1_seq.9244.27" Inf
"PRAME_seq.25951.17" 118.697907655464
"prosaposin_seq.6207.10" Inf
"PSIP1_seq.17176.13" Inf
"PSMA_seq.5478.50" Inf
"PTGD2_seq.12549.33" Inf
"PTK7_seq.9525.1" 94.7511652289596
"PTN_seq.3045.72" Inf
"PTRD1_seq.20386.15" Inf
"PXDC1_seq.9235.3" 67.4342556282408
"QORL1_seq.9207.60" 117.968246376486
"RAB6A_seq.20083.1" 116.784577238504
"RAB6B_seq.14271.23" 77.1513423191927
"RANTES_seq.5480.49" Inf
"RBG1L_seq.25286.33" 134.438641744952
"RBP.III_seq.19241.31" 109.437380692303
"RD23B_seq.12522.6" 13.8428211043605
"REG3G_seq.15476.6" Inf
"RGM.C_seq.3332.57" 11.5896458819974
"RGS10_seq.11634.32" 84.2922454522351
"RHG01.CRAL.TRIO_seq.9815.5" 94.2129589262666
"RHG01.Rho.GAP_seq.11955.1" 60.0448993047827
"RHG25_seq.11333.82" 148.144840464304
"RHG30_seq.12807.89" 24.3603593098351
"RHOC_seq.17764.108" Inf
"RNase.1_seq.7211.2" 14.2343390299152
"ROBO4_seq.9232.1" 41.4346428657334
"RSPO1_seq.16614.27" 115.296870899127
"S100A13_seq.7223.60" Inf
"S100A16_seq.17836.17" 131.858293096884
"S100A4_seq.9750.7" Inf
"SCLY_seq.21537.33" 71.9545624916787
"SCN3B_seq.20516.11" 55.8804048649759
"SCRB1_seq.20534.6" Inf
"SDF.1_seq.3516.60" Inf
"SDF.1_seq.9278.9" Inf
"Secretagogin_seq.15305.7" Inf
"Secretoglobin.family.3A.member.1_seq.6252.62" Inf
"sEPCR_seq.24023.35" 110.906791472367
"SETMR_seq.12462.20" Inf
"SH3G3_seq.23029.3" Inf
"SH3L2_seq.19113.66" 24.3659344399824
"sICAM.1_seq.4342.10" Inf
"SIRT2_seq.5030.52" 138.510108726169
"SLAF7_seq.5487.7" Inf
"SLIT2_seq.18930.28" 12.5883612557138
"SOD3_seq.5660.51" Inf
"Sonic.Hedgehog_seq.2743.5" Inf
"SP.D_seq.4414.69" Inf
"SPINK5_seq.8028.22" Inf
"SPTC1_seq.7886.26" 145.141377430082
"SSDH_seq.17792.158" 151.149146819566
"STABP_seq.19187.21" 114.039436271393
"STAU1_seq.12471.47" 148.144840464304
"STK24_seq.12617.2" Inf
"STX3_seq.7186.111" 14.778703769682
"STX4_seq.10668.5" Inf
"SUGT1_seq.17818.22" 11.7469346772999
"SUMF2_seq.6069.71" 113.597407686544
"SUOX_seq.18324.61" 91.4907664501935
"SYDC_seq.12675.14" Inf
"Syntaxin.6_seq.10945.11" 10.8150553620323
"SYTC_seq.18186.15" Inf
"SYTL4.C2.1_seq.9090.9" Inf
"T3HPD_seq.23380.16" 100.836482630196
"TAGL3_seq.17775.8" 17.2013035586486
"TBCA_seq.12501.10" Inf
"TBCB_seq.17686.27" 21.074620950768
"TBCC_seq.21326.28" 35.7237535391117
"TCTP_seq.3872.2" 19.9367326343005
"TECK_seq.14068.29" Inf
"TFF1_seq.9185.15" 139.27683996741
"TFIP8_seq.12563.2" Inf
"TGF.b2_seq.4156.74" 112.555578814676
"THOP1_seq.21429.50" Inf
"THTR_seq.12663.1" Inf
"TIM10_seq.25215.1" Inf
"TMEDA_seq.6506.54" 148.144840464304
"TOIP1.Nuclear_seq.9039.47" Inf
"TOIP1.Perinuclear_seq.10606.34" 82.6271222907236
"TPK1_seq.12018.84" Inf
"Tpo_seq.5947.90" 146.38782273616
"TPPP2_seq.12800.5" 142.138791303509
"TR.ECD_seq.8795.48" 105.096680186496
"TRIM5_seq.21438.45" Inf
"TXNDC4_seq.6064.4" 151.149146819566
"UB2L6_seq.19190.4" 45.6393239557084
"UBE2Z_seq.21110.5" 30.9662371875395
"UBQL3_seq.21849.2" 57.0294636844239
"UGDH_seq.17755.5" Inf
"Uromodulin_seq.9451.20" 112.689271427715
"VASP_seq.9762.14" Inf
"VAT1_seq.18175.65" 127.570419876074
"VATF_seq.25219.17" 47.1826206374068
"VEGF.B_seq.9453.12" Inf
"VEGF.C_seq.3132.1" Inf
"VEGF.sR3_seq.2358.19" 78.407081038588
"Vimentin_seq.15540.6" Inf
"VS10L_seq.24011.27" Inf
"VSIG2_seq.8018.43" 44.6473378613344
"VSTM1_seq.20570.18" Inf
"X2A5A_seq.13622.16" 148.144840464304
"a1.4.Galactosyltransferase_seq.8759.29" Inf
"a2.Macroglobulin_seq.3708.62" Inf
"A4GCT_seq.10835.25" 122.095597638196
"ABEC2_seq.24647.3" Inf
"ABHD4_seq.21780.15" Inf
"ABHEA_seq.5715.4" Inf
"ABP1_seq.15486.126" Inf
"ABR_seq.21958.4" 100.033334739738
"ACBD6_seq.19341.36" 14.4433613117849
"ACBD7_seq.13563.259" Inf
"Aconitase.1_seq.20054.28" 72.7996073979497
"ACPL2_seq.6079.59" Inf
"Activin.A_seq.19622.7" Inf
"Activin.A_seq.2748.3" Inf
"Activin.AB_seq.8467.9" Inf
"Activin.AC_seq.18814.21" Inf
"Activin.RIIA_seq.19208.8" 101.239544836809
"ACYP2_seq.12812.25" 10.0819009972374
"ADA11_seq.6586.19" 58.617698407212
"ADPPT_seq.17320.19" 41.841519888243
"AF1L2_seq.24445.38" 129.094030310512
"Aflatoxin.B1.aldehyde.reductase_seq.4188.1" Inf
"AGAP2_seq.14291.53" 124.186260301121
"AGO61_seq.6359.50" 113.932749426684
"AGRB2_seq.22588.35" 11.1910918304962
"AIBP_seq.16621.77" 26.5199321159457
"AK1A1_seq.4192.10" 119.922498532933
"AKIR2_seq.23280.9" 145.141377430082
"AL1A2_seq.20055.40" Inf
"AL1A3_seq.9835.16" Inf
"AL7A1_seq.21498.3" Inf
"Albumin_seq.18380.78" Inf
"ALDOB_seq.18185.118" Inf
"aldolase.A_seq.5864.10" 29.5297219708235
"aldolase.C_seq.9876.20" 73.9145884124249
"Aldose.reductase.like.C3_seq.17377.1" Inf
"ALK_seq.8249.124" 151.149146819566
"Alpha.1.syntrophin_seq.22946.55" 151.149146819566
"ALT_seq.3709.4" 87.2079061820977
"AMPH_seq.24908.19" 14.6759225800831
"Amylase..alpha.1A_seq.7918.114" Inf
"AN32B_seq.4194.26" 32.6893210816967
"ANKR2_seq.25274.2" 144.174663217632
"ANTR2_seq.15559.5" 119.038570020114
"ANXA7_seq.14203.3" Inf
"ANXA7_seq.18244.1" Inf
"AP1AR_seq.20445.29" 64.9217086379627
"AP1G2_seq.12714.38" Inf
"AP2A2_seq.13621.31" 11.5811091085956
"AP4A_seq.16583.8" 112.903785263465
"APBB3.PID.2_seq.13589.10" Inf
"APLP2_seq.10627.87" Inf
"APLP2_seq.7915.31" 66.2386748299782
"Apo.A.V_seq.15363.32" Inf
"ARC1B_seq.12689.56" Inf
"ARF1_seq.19239.5" 48.5591263070708
"ARFG2_seq.11664.32" 84.6107725351162
"ARFP2_seq.12630.8" Inf
"ARHL2_seq.17332.3" 83.6768798902683
"ARL1_seq.12392.30" Inf
"ARL11_seq.12433.8" 48.2391332397355
