"V1" "V2"
"430" "TG(58:8/FA16:1)" "TG.58.8.FA16.1."
"431" "TG(58:9/FA16:1)" "TG.58.9.FA16.1."
"432" "TG(58:9/FA20:2)" "TG.58.9.FA20.2."
"433" "TG(56:9/FA20:3)" "TG.56.9.FA20.3."
"434" "TG(58:6/FA16:1)" "TG.58.6.FA16.1."
"435" "TG(58:6/FA20:3)" "TG.58.6.FA20.3."
"436" "TG(58:10/FA16:1)" "TG.58.10.FA16.1."
"437" "TG(58:10/FA20:3)" "TG.58.10.FA20.3."
"438" "TG(56:10/FA20:4)" "TG.56.10.FA20.4."
"439" "TG(58:7/FA20:4)" "TG.58.7.FA20.4."
"440" "TG(58:11/FA16:1)" "TG.58.11.FA16.1."
"441" "TG(58:11/FA20:4)" "TG.58.11.FA20.4."
"442" "TG(56:11/FA16:1)" "TG.56.11.FA16.1."
"443" "TG(56:11/FA20:5)" "TG.56.11.FA20.5."
"444" "TG(58:8/FA20:5)" "TG.58.8.FA20.5."
"445" "TG(58:8/FA22:2)" "TG.58.8.FA22.2."
"446" "TG(58:10/FA22:4)" "TG.58.10.FA22.4."
"447" "TG(58:11/FA22:5)" "TG.58.11.FA22.5."
"448" "TG(58:12/FA16:1)" "TG.58.12.FA16.1."
"449" "TG(58:12/FA20:5)" "TG.58.12.FA20.5."
"450" "TG(58:12/FA22:6)" "TG.58.12.FA22.6."
"451" "TG(60:5/FA16:1)" "TG.60.5.FA16.1."
"452" "TG(60:5/FA22:2)" "TG.60.5.FA22.2."
"453" "TG(60:7/FA16:1)" "TG.60.7.FA16.1."
"454" "TG(60:7/FA22:4)" "TG.60.7.FA22.4."
"455" "TG(60:8/FA16:1)" "TG.60.8.FA16.1."
"456" "TG(60:8/FA22:5)" "TG.60.8.FA22.5."
"457" "TG(60:9/FA16:1)" "TG.60.9.FA16.1."
"458" "TG(60:9/FA22:2)" "TG.60.9.FA22.2."
"459" "TG(60:9/FA22:6)" "TG.60.9.FA22.6."
"460" "TG(60:10/FA16:1)" "TG.60.10.FA16.1."
"461" "TG(60:11/FA16:1)" "TG.60.11.FA16.1."
"462" "TG(60:11/FA22:4)" "TG.60.11.FA22.4."
"463" "TG(60:12/FA16:1)" "TG.60.12.FA16.1."
"464" "TG(60:12/FA22:5)" "TG.60.12.FA22.5."
"465" "TG(60:13/FA16:1)" "TG.60.13.FA16.1."
"466" "TG(60:13/FA22:6)" "TG.60.13.FA22.6."
"467" "TG(54:0/FA18:0)" "TG.54.0.FA18.0."
"468" "TG(54:1/FA18:0)" "TG.54.1.FA18.0."
"469" "TG(54:1/FA18:1)" "TG.54.1.FA18.1."
"470" "TG(54:2/FA18:2)" "TG.54.2.FA18.2."
"471" "TG(54:3/FA18:3)" "TG.54.3.FA18.3."
"472" "TG(56:2/FA20:2)" "TG.56.2.FA20.2."
"473" "TG(56:3/FA20:3)" "TG.56.3.FA20.3."
"474" "TG(56:4/FA20:4)" "TG.56.4.FA20.4."
"475" "TG(56:5/FA20:5)" "TG.56.5.FA20.5."
"476" "TG(58:2/FA18:0)" "TG.58.2.FA18.0."
"477" "TG(58:2/FA22:2)" "TG.58.2.FA22.2."
"478" "TG(58:4/FA18:0)" "TG.58.4.FA18.0."
"479" "TG(58:4/FA22:4)" "TG.58.4.FA22.4."
"480" "TG(58:5/FA18:0)" "TG.58.5.FA18.0."
"481" "TG(58:5/FA22:5)" "TG.58.5.FA22.5."
"482" "TG(58:6/FA18:0)" "TG.58.6.FA18.0."
"483" "TG(58:6/FA22:6)" "TG.58.6.FA22.6."
"484" "TG(54:2/FA18:1)" "TG.54.2.FA18.1."
"485" "TG(54:3/FA18:2)" "TG.54.3.FA18.2."
"486" "TG(54:4/FA18:3)" "TG.54.4.FA18.3."
"487" "TG(56:3/FA20:2)" "TG.56.3.FA20.2."
"488" "TG(56:4/FA20:3)" "TG.56.4.FA20.3."
"489" "TG(56:5/FA20:4)" "TG.56.5.FA20.4."
"490" "TG(56:6/FA20:5)" "TG.56.6.FA20.5."
"491" "TG(58:3/FA18:0)" "TG.58.3.FA18.0."
"492" "TG(58:3/FA18:1)" "TG.58.3.FA18.1."
"493" "TG(58:3/FA22:2)" "TG.58.3.FA22.2."
"494" "TG(58:5/FA18:1)" "TG.58.5.FA18.1."
"495" "TG(58:5/FA22:4)" "TG.58.5.FA22.4."
"496" "TG(58:6/FA18:1)" "TG.58.6.FA18.1."
"497" "TG(58:6/FA22:5)" "TG.58.6.FA22.5."
"498" "TG(58:7/FA18:0)" "TG.58.7.FA18.0."
"499" "TG(58:7/FA18:1)" "TG.58.7.FA18.1."
"500" "TG(58:7/FA22:6)" "TG.58.7.FA22.6."
"501" "TG(58:4/FA18:2)" "TG.58.4.FA18.2."
"502" "TG(58:6/FA18:2)" "TG.58.6.FA18.2."
"503" "TG(58:7/FA18:2)" "TG.58.7.FA18.2."
"504" "TG(58:8/FA18:0)" "TG.58.8.FA18.0."
"505" "TG(58:8/FA18:2)" "TG.58.8.FA18.2."
"506" "TG(56:8/FA18:0)" "TG.56.8.FA18.0."
"507" "TG(58:5/FA18:3)" "TG.58.5.FA18.3."
"508" "TG(58:7/FA18:3)" "TG.58.7.FA18.3."
"509" "TG(58:8/FA18:3)" "TG.58.8.FA18.3."
"510" "TG(58:9/FA18:0)" "TG.58.9.FA18.0."
"511" "TG(58:9/FA18:3)" "TG.58.9.FA18.3."
"512" "TG(60:4/FA18:0)" "TG.60.4.FA18.0."
"513" "TG(60:4/FA20:2)" "TG.60.4.FA20.2."
"514" "TG(60:6/FA18:0)" "TG.60.6.FA18.0."
"515" "TG(60:6/FA20:2)" "TG.60.6.FA20.2."
"516" "TG(60:7/FA18:0)" "TG.60.7.FA18.0."
"517" "TG(60:7/FA20:2)" "TG.60.7.FA20.2."
"518" "TG(60:8/FA18:0)" "TG.60.8.FA18.0."
"519" "TG(60:8/FA20:2)" "TG.60.8.FA20.2."
"520" "TG(60:5/FA18:0)" "TG.60.5.FA18.0."
"521" "TG(60:5/FA20:3)" "TG.60.5.FA20.3."
"522" "TG(60:7/FA20:3)" "TG.60.7.FA20.3."
"523" "TG(60:8/FA20:3)" "TG.60.8.FA20.3."
"524" "TG(60:9/FA18:0)" "TG.60.9.FA18.0."
"525" "TG(60:9/FA20:3)" "TG.60.9.FA20.3."
"526" "TG(60:6/FA20:4)" "TG.60.6.FA20.4."
"527" "TG(60:8/FA20:4)" "TG.60.8.FA20.4."
"528" "TG(60:9/FA20:4)" "TG.60.9.FA20.4."
"529" "TG(60:10/FA18:0)" "TG.60.10.FA18.0."
"530" "TG(60:10/FA20:4)" "TG.60.10.FA20.4."
"531" "TG(58:10/FA18:0)" "TG.58.10.FA18.0."
"532" "TG(60:7/FA20:5)" "TG.60.7.FA20.5."
"533" "TG(60:9/FA20:5)" "TG.60.9.FA20.5."
"534" "TG(60:10/FA20:5)" "TG.60.10.FA20.5."
"535" "TG(60:11/FA18:0)" "TG.60.11.FA18.0."
"536" "TG(60:11/FA20:5)" "TG.60.11.FA20.5."
"537" "TG(62:4/FA18:0)" "TG.62.4.FA18.0."
"538" "TG(62:4/FA22:2)" "TG.62.4.FA22.2."
"539" "TG(62:6/FA18:0)" "TG.62.6.FA18.0."
"540" "TG(62:6/FA22:2)" "TG.62.6.FA22.2."
"541" "TG(62:6/FA22:4)" "TG.62.6.FA22.4."
"542" "TG(62:7/FA18:0)" "TG.62.7.FA18.0."
"543" "TG(62:7/FA22:2)" "TG.62.7.FA22.2."
"544" "TG(62:7/FA22:5)" "TG.62.7.FA22.5."
"545" "TG(62:8/FA18:0)" "TG.62.8.FA18.0."
"546" "TG(62:8/FA22:2)" "TG.62.8.FA22.2."
"547" "TG(62:8/FA22:6)" "TG.62.8.FA22.6."
"548" "TG(62:8/FA22:4)" "TG.62.8.FA22.4."
"549" "TG(62:9/FA18:0)" "TG.62.9.FA18.0."
"550" "TG(62:9/FA22:4)" "TG.62.9.FA22.4."
"551" "TG(62:9/FA22:5)" "TG.62.9.FA22.5."
"552" "TG(62:10/FA18:0)" "TG.62.10.FA18.0."
"553" "TG(62:10/FA22:4)" "TG.62.10.FA22.4."
"554" "TG(62:10/FA22:6)" "TG.62.10.FA22.6."
"555" "TG(62:10/FA22:5)" "TG.62.10.FA22.5."
"556" "TG(62:11/FA18:0)" "TG.62.11.FA18.0."
"557" "TG(62:11/FA22:5)" "TG.62.11.FA22.5."
"558" "TG(62:11/FA22:6)" "TG.62.11.FA22.6."
"559" "TG(62:12/FA18:0)" "TG.62.12.FA18.0."
"560" "TG(62:12/FA22:6)" "TG.62.12.FA22.6."
"561" "TG(58:4/FA18:1)" "TG.58.4.FA18.1."
"562" "TG(58:8/FA18:1)" "TG.58.8.FA18.1."
"563" "TG(58:5/FA18:2)" "TG.58.5.FA18.2."
"564" "TG(58:9/FA18:1)" "TG.58.9.FA18.1."
"565" "TG(58:9/FA18:2)" "TG.58.9.FA18.2."
"566" "TG(56:9/FA18:1)" "TG.56.9.FA18.1."
"567" "TG(58:6/FA18:3)" "TG.58.6.FA18.3."
"568" "TG(58:10/FA18:1)" "TG.58.10.FA18.1."
"569" "TG(58:10/FA18:3)" "TG.58.10.FA18.3."
"570" "TG(60:5/FA18:1)" "TG.60.5.FA18.1."
"571" "TG(60:5/FA20:2)" "TG.60.5.FA20.2."
"572" "TG(60:7/FA18:1)" "TG.60.7.FA18.1."
"573" "TG(60:8/FA18:1)" "TG.60.8.FA18.1."
"574" "TG(60:9/FA18:1)" "TG.60.9.FA18.1."
"575" "TG(60:9/FA20:2)" "TG.60.9.FA20.2."
"576" "TG(60:6/FA18:1)" "TG.60.6.FA18.1."
"577" "TG(60:6/FA20:3)" "TG.60.6.FA20.3."
"578" "TG(60:10/FA18:1)" "TG.60.10.FA18.1."
"579" "TG(60:10/FA20:3)" "TG.60.10.FA20.3."
"580" "TG(60:7/FA20:4)" "TG.60.7.FA20.4."
"581" "TG(60:11/FA18:1)" "TG.60.11.FA18.1."
"582" "TG(60:11/FA20:4)" "TG.60.11.FA20.4."
"583" "TG(58:11/FA18:1)" "TG.58.11.FA18.1."
"584" "TG(60:8/FA20:5)" "TG.60.8.FA20.5."
"585" "TG(60:12/FA18:1)" "TG.60.12.FA18.1."
"586" "TG(60:12/FA20:5)" "TG.60.12.FA20.5."
"587" "TG(62:5/FA18:1)" "TG.62.5.FA18.1."
"588" "TG(62:5/FA22:2)" "TG.62.5.FA22.2."
"589" "TG(62:7/FA18:1)" "TG.62.7.FA18.1."
"590" "TG(62:7/FA22:4)" "TG.62.7.FA22.4."
"591" "TG(62:8/FA18:1)" "TG.62.8.FA18.1."
"592" "TG(62:8/FA22:5)" "TG.62.8.FA22.5."
"593" "TG(62:9/FA18:1)" "TG.62.9.FA18.1."
"594" "TG(62:9/FA22:2)" "TG.62.9.FA22.2."
"595" "TG(62:9/FA22:6)" "TG.62.9.FA22.6."
"596" "TG(62:10/FA18:1)" "TG.62.10.FA18.1."
"597" "TG(62:11/FA18:1)" "TG.62.11.FA18.1."
"598" "TG(62:11/FA22:4)" "TG.62.11.FA22.4."
"599" "TG(62:12/FA18:1)" "TG.62.12.FA18.1."
"600" "TG(62:12/FA22:5)" "TG.62.12.FA22.5."
"601" "TG(62:13/FA18:1)" "TG.62.13.FA18.1."
"602" "TG(62:13/FA22:6)" "TG.62.13.FA22.6."
"603" "TG(58:10/FA18:2)" "TG.58.10.FA18.2."
"604" "TG(56:10/FA18:2)" "TG.56.10.FA18.2."
"605" "TG(58:11/FA18:2)" "TG.58.11.FA18.2."
"606" "TG(58:11/FA18:3)" "TG.58.11.FA18.3."
"607" "TG(60:6/FA18:2)" "TG.60.6.FA18.2."
"608" "TG(60:8/FA18:2)" "TG.60.8.FA18.2."
"609" "TG(60:9/FA18:2)" "TG.60.9.FA18.2."
"610" "TG(60:10/FA18:2)" "TG.60.10.FA18.2."
"611" "TG(60:10/FA20:2)" "TG.60.10.FA20.2."
"612" "TG(60:7/FA18:2)" "TG.60.7.FA18.2."
"613" "TG(60:11/FA18:2)" "TG.60.11.FA18.2."
"614" "TG(60:11/FA20:3)" "TG.60.11.FA20.3."
"615" "TG(60:12/FA18:2)" "TG.60.12.FA18.2."
"616" "TG(60:12/FA20:4)" "TG.60.12.FA20.4."
"617" "TG(58:12/FA18:2)" "TG.58.12.FA18.2."
"618" "TG(60:13/FA18:2)" "TG.60.13.FA18.2."
"619" "TG(60:13/FA20:5)" "TG.60.13.FA20.5."
"620" "TG(62:6/FA18:2)" "TG.62.6.FA18.2."
"621" "TG(62:8/FA18:2)" "TG.62.8.FA18.2."
"622" "TG(62:9/FA18:2)" "TG.62.9.FA18.2."
"623" "TG(62:10/FA18:2)" "TG.62.10.FA18.2."
"624" "TG(62:10/FA22:2)" "TG.62.10.FA22.2."
"625" "TG(62:11/FA18:2)" "TG.62.11.FA18.2."
"626" "TG(62:12/FA18:2)" "TG.62.12.FA18.2."
"627" "TG(62:12/FA22:4)" "TG.62.12.FA22.4."
"628" "TG(62:13/FA18:2)" "TG.62.13.FA18.2."
"629" "TG(62:13/FA22:5)" "TG.62.13.FA22.5."
"630" "TG(62:14/FA18:2)" "TG.62.14.FA18.2."
"631" "TG(62:14/FA22:6)" "TG.62.14.FA22.6."
"632" "TG(56:11/FA18:3)" "TG.56.11.FA18.3."
"633" "TG(58:12/FA18:3)" "TG.58.12.FA18.3."
"634" "TG(58:10/FA20:2)" "TG.58.10.FA20.2."
"635" "TG(60:7/FA18:3)" "TG.60.7.FA18.3."
"636" "TG(60:9/FA18:3)" "TG.60.9.FA18.3."
"637" "TG(60:10/FA18:3)" "TG.60.10.FA18.3."
"638" "TG(60:11/FA18:3)" "TG.60.11.FA18.3."
"639" "TG(60:11/FA20:2)" "TG.60.11.FA20.2."
"640" "TG(58:11/FA20:3)" "TG.58.11.FA20.3."
"641" "TG(60:8/FA18:3)" "TG.60.8.FA18.3."
"642" "TG(60:12/FA18:3)" "TG.60.12.FA18.3."
"643" "TG(60:12/FA20:3)" "TG.60.12.FA20.3."
"644" "TG(58:12/FA20:4)" "TG.58.12.FA20.4."
"645" "TG(60:13/FA18:3)" "TG.60.13.FA18.3."
"646" "TG(60:13/FA20:4)" "TG.60.13.FA20.4."
"647" "TG(58:13/FA18:3)" "TG.58.13.FA18.3."
"648" "TG(58:13/FA20:5)" "TG.58.13.FA20.5."
"649" "TG(60:10/FA22:2)" "TG.60.10.FA22.2."
"650" "TG(60:12/FA22:4)" "TG.60.12.FA22.4."
"651" "TG(60:13/FA22:5)" "TG.60.13.FA22.5."
"652" "TG(60:14/FA18:3)" "TG.60.14.FA18.3."
"653" "TG(60:14/FA20:5)" "TG.60.14.FA20.5."
"654" "TG(60:14/FA22:6)" "TG.60.14.FA22.6."
"655" "TG(62:7/FA18:3)" "TG.62.7.FA18.3."
"656" "TG(62:9/FA18:3)" "TG.62.9.FA18.3."
"657" "TG(62:10/FA18:3)" "TG.62.10.FA18.3."
"658" "TG(62:11/FA18:3)" "TG.62.11.FA18.3."
"659" "TG(62:11/FA22:2)" "TG.62.11.FA22.2."
"660" "TG(62:12/FA18:3)" "TG.62.12.FA18.3."
"661" "TG(62:13/FA18:3)" "TG.62.13.FA18.3."
"662" "TG(62:13/FA22:4)" "TG.62.13.FA22.4."
"663" "TG(62:14/FA18:3)" "TG.62.14.FA18.3."
"664" "TG(62:14/FA22:5)" "TG.62.14.FA22.5."
"665" "TG(62:15/FA18:3)" "TG.62.15.FA18.3."
"666" "TG(62:15/FA22:6)" "TG.62.15.FA22.6."
"667" "TG(62:6/FA20:2)" "TG.62.6.FA20.2."
"668" "TG(62:8/FA20:2)" "TG.62.8.FA20.2."
"669" "TG(62:9/FA20:2)" "TG.62.9.FA20.2."
"670" "TG(62:10/FA20:2)" "TG.62.10.FA20.2."
"671" "TG(62:7/FA20:2)" "TG.62.7.FA20.2."
"672" "TG(62:7/FA20:3)" "TG.62.7.FA20.3."
"673" "TG(62:9/FA20:3)" "TG.62.9.FA20.3."
"674" "TG(62:10/FA20:3)" "TG.62.10.FA20.3."
"675" "TG(62:11/FA20:2)" "TG.62.11.FA20.2."
"676" "TG(62:11/FA20:3)" "TG.62.11.FA20.3."
"677" "TG(62:8/FA20:4)" "TG.62.8.FA20.4."
"678" "TG(62:10/FA20:4)" "TG.62.10.FA20.4."
"679" "TG(62:11/FA20:4)" "TG.62.11.FA20.4."
"680" "TG(62:12/FA20:2)" "TG.62.12.FA20.2."
"681" "TG(62:12/FA20:4)" "TG.62.12.FA20.4."
"682" "TG(60:12/FA20:2)" "TG.60.12.FA20.2."
"683" "TG(62:9/FA20:5)" "TG.62.9.FA20.5."
"684" "TG(62:11/FA20:5)" "TG.62.11.FA20.5."
"685" "TG(62:12/FA20:5)" "TG.62.12.FA20.5."
"686" "TG(62:13/FA20:2)" "TG.62.13.FA20.2."
"687" "TG(62:13/FA20:5)" "TG.62.13.FA20.5."
"688" "TG(64:6/FA20:2)" "TG.64.6.FA20.2."
"689" "TG(64:6/FA22:2)" "TG.64.6.FA22.2."
"690" "TG(64:8/FA20:2)" "TG.64.8.FA20.2."
"691" "TG(64:8/FA22:2)" "TG.64.8.FA22.2."
"692" "TG(64:8/FA22:4)" "TG.64.8.FA22.4."
"693" "TG(64:9/FA20:2)" "TG.64.9.FA20.2."
"694" "TG(64:9/FA22:2)" "TG.64.9.FA22.2."
"695" "TG(64:9/FA22:5)" "TG.64.9.FA22.5."
"696" "TG(64:10/FA20:2)" "TG.64.10.FA20.2."
"697" "TG(64:10/FA22:2)" "TG.64.10.FA22.2."
"698" "TG(64:10/FA22:6)" "TG.64.10.FA22.6."
"699" "TG(64:10/FA22:4)" "TG.64.10.FA22.4."
"700" "TG(64:11/FA20:2)" "TG.64.11.FA20.2."
"701" "TG(64:11/FA22:4)" "TG.64.11.FA22.4."
"702" "TG(64:11/FA22:5)" "TG.64.11.FA22.5."
"703" "TG(64:12/FA20:2)" "TG.64.12.FA20.2."
"704" "TG(64:12/FA22:4)" "TG.64.12.FA22.4."
"705" "TG(64:12/FA22:6)" "TG.64.12.FA22.6."
"706" "TG(64:12/FA22:5)" "TG.64.12.FA22.5."
"707" "TG(64:13/FA20:2)" "TG.64.13.FA20.2."
"708" "TG(64:13/FA22:5)" "TG.64.13.FA22.5."
"709" "TG(64:13/FA22:6)" "TG.64.13.FA22.6."
"710" "TG(64:14/FA20:2)" "TG.64.14.FA20.2."
"711" "TG(64:14/FA22:6)" "TG.64.14.FA22.6."
"712" "TG(62:8/FA20:3)" "TG.62.8.FA20.3."
"713" "TG(62:12/FA20:3)" "TG.62.12.FA20.3."
"714" "TG(62:9/FA20:4)" "TG.62.9.FA20.4."
"715" "TG(62:13/FA20:3)" "TG.62.13.FA20.3."
"716" "TG(62:13/FA20:4)" "TG.62.13.FA20.4."
"717" "TG(60:13/FA20:3)" "TG.60.13.FA20.3."
"718" "TG(62:10/FA20:5)" "TG.62.10.FA20.5."
"719" "TG(62:14/FA20:3)" "TG.62.14.FA20.3."
"720" "TG(62:14/FA20:5)" "TG.62.14.FA20.5."
"721" "TG(64:7/FA20:3)" "TG.64.7.FA20.3."
"722" "TG(64:7/FA22:2)" "TG.64.7.FA22.2."
"723" "TG(64:9/FA20:3)" "TG.64.9.FA20.3."
"724" "TG(64:9/FA22:4)" "TG.64.9.FA22.4."
"725" "TG(64:10/FA20:3)" "TG.64.10.FA20.3."
"726" "TG(64:10/FA22:5)" "TG.64.10.FA22.5."
"727" "TG(64:11/FA20:3)" "TG.64.11.FA20.3."
"728" "TG(64:11/FA22:2)" "TG.64.11.FA22.2."
"729" "TG(64:11/FA22:6)" "TG.64.11.FA22.6."
"730" "TG(64:12/FA20:3)" "TG.64.12.FA20.3."
"731" "TG(64:13/FA20:3)" "TG.64.13.FA20.3."
"732" "TG(64:13/FA22:4)" "TG.64.13.FA22.4."
"733" "TG(64:14/FA20:3)" "TG.64.14.FA20.3."
"734" "TG(64:14/FA22:5)" "TG.64.14.FA22.5."
"735" "TG(64:15/FA20:3)" "TG.64.15.FA20.3."
"736" "TG(64:15/FA22:6)" "TG.64.15.FA22.6."
"737" "TG(62:14/FA20:4)" "TG.62.14.FA20.4."
"738" "TG(60:14/FA20:4)" "TG.60.14.FA20.4."
"739" "TG(62:15/FA20:4)" "TG.62.15.FA20.4."
"740" "TG(62:15/FA20:5)" "TG.62.15.FA20.5."
"741" "TG(64:8/FA20:4)" "TG.64.8.FA20.4."
"742" "TG(64:10/FA20:4)" "TG.64.10.FA20.4."
"743" "TG(64:11/FA20:4)" "TG.64.11.FA20.4."
"744" "TG(64:12/FA20:4)" "TG.64.12.FA20.4."
"745" "TG(64:12/FA22:2)" "TG.64.12.FA22.2."
"746" "TG(64:13/FA20:4)" "TG.64.13.FA20.4."
"747" "TG(64:14/FA20:4)" "TG.64.14.FA20.4."
"748" "TG(64:14/FA22:4)" "TG.64.14.FA22.4."
"749" "TG(64:15/FA20:4)" "TG.64.15.FA20.4."
"750" "TG(64:15/FA22:5)" "TG.64.15.FA22.5."
"751" "TG(64:16/FA20:4)" "TG.64.16.FA20.4."
"752" "TG(64:16/FA22:6)" "TG.64.16.FA22.6."
"753" "TG(60:15/FA20:5)" "TG.60.15.FA20.5."
"754" "TG(62:12/FA22:2)" "TG.62.12.FA22.2."
"755" "TG(62:14/FA22:4)" "TG.62.14.FA22.4."
"756" "TG(62:15/FA22:5)" "TG.62.15.FA22.5."
"757" "TG(62:16/FA20:5)" "TG.62.16.FA20.5."
"758" "TG(62:16/FA22:6)" "TG.62.16.FA22.6."
"759" "TG(64:9/FA20:5)" "TG.64.9.FA20.5."
"760" "TG(64:11/FA20:5)" "TG.64.11.FA20.5."
"761" "TG(64:12/FA20:5)" "TG.64.12.FA20.5."
"762" "TG(64:13/FA20:5)" "TG.64.13.FA20.5."
"763" "TG(64:13/FA22:2)" "TG.64.13.FA22.2."
"764" "TG(64:14/FA20:5)" "TG.64.14.FA20.5."
"765" "TG(64:15/FA20:5)" "TG.64.15.FA20.5."
"766" "TG(64:15/FA22:4)" "TG.64.15.FA22.4."
"767" "TG(64:16/FA20:5)" "TG.64.16.FA20.5."
"768" "TG(64:16/FA22:5)" "TG.64.16.FA22.5."
"769" "TG(64:17/FA20:5)" "TG.64.17.FA20.5."
"770" "TG(64:17/FA22:6)" "TG.64.17.FA22.6."
"771" "TG(66:6/FA22:2)" "TG.66.6.FA22.2."
"772" "TG(66:8/FA22:2)" "TG.66.8.FA22.2."
"773" "TG(66:8/FA22:4)" "TG.66.8.FA22.4."
"774" "TG(66:9/FA22:2)" "TG.66.9.FA22.2."
"775" "TG(66:9/FA22:5)" "TG.66.9.FA22.5."
"776" "TG(66:10/FA22:2)" "TG.66.10.FA22.2."
"777" "TG(66:10/FA22:6)" "TG.66.10.FA22.6."
"778" "TG(66:10/FA22:4)" "TG.66.10.FA22.4."
"779" "TG(66:11/FA22:2)" "TG.66.11.FA22.2."
"780" "TG(66:11/FA22:4)" "TG.66.11.FA22.4."
"781" "TG(66:11/FA22:5)" "TG.66.11.FA22.5."
"782" "TG(66:12/FA22:2)" "TG.66.12.FA22.2."
"783" "TG(66:12/FA22:4)" "TG.66.12.FA22.4."
"784" "TG(66:12/FA22:6)" "TG.66.12.FA22.6."
"785" "TG(66:12/FA22:5)" "TG.66.12.FA22.5."
"786" "TG(66:13/FA22:2)" "TG.66.13.FA22.2."
"787" "TG(66:13/FA22:5)" "TG.66.13.FA22.5."
"788" "TG(66:13/FA22:6)" "TG.66.13.FA22.6."
"789" "TG(66:14/FA22:2)" "TG.66.14.FA22.2."
"790" "TG(66:14/FA22:6)" "TG.66.14.FA22.6."
"791" "TG(66:13/FA22:4)" "TG.66.13.FA22.4."
"792" "TG(66:14/FA22:4)" "TG.66.14.FA22.4."
"793" "TG(66:14/FA22:5)" "TG.66.14.FA22.5."
"794" "TG(66:15/FA22:4)" "TG.66.15.FA22.4."
"795" "TG(66:15/FA22:5)" "TG.66.15.FA22.5."
"796" "TG(66:15/FA22:6)" "TG.66.15.FA22.6."
"797" "TG(66:16/FA22:4)" "TG.66.16.FA22.4."
"798" "TG(66:16/FA22:6)" "TG.66.16.FA22.6."
"799" "TG(66:16/FA22:5)" "TG.66.16.FA22.5."
"800" "TG(66:17/FA22:5)" "TG.66.17.FA22.5."
"801" "TG(66:17/FA22:6)" "TG.66.17.FA22.6."
"802" "TG(66:18/FA22:6)" "TG.66.18.FA22.6."
"803" "DG(14:0/14:0)" "DG.14.0.14.0."
"804" "DG(14:0/14:1)" "DG.14.0.14.1."
"805" "DG(14:0/16:0)" "DG.14.0.16.0."
"806" "DG(14:0/16:1)" "DG.14.0.16.1."
"807" "DG(14:0/16:2)" "DG.14.0.16.2."
"808" "DG(14:0/18:0)" "DG.14.0.18.0."
"809" "DG(14:0/18:1)" "DG.14.0.18.1."
"810" "DG(14:0/18:2)" "DG.14.0.18.2."
"811" "DG(14:0/18:3)" "DG.14.0.18.3."
"812" "DG(14:0/20:0)" "DG.14.0.20.0."
"813" "DG(14:0/20:1)" "DG.14.0.20.1."
"814" "DG(14:0/20:2)" "DG.14.0.20.2."
"815" "DG(14:0/20:3)" "DG.14.0.20.3."
"816" "DG(14:0/20:4)" "DG.14.0.20.4."
"817" "DG(14:0/20:5)" "DG.14.0.20.5."
"818" "DG(14:0/22:0)" "DG.14.0.22.0."
"819" "DG(14:0/22:1)" "DG.14.0.22.1."
"820" "DG(14:0/22:2)" "DG.14.0.22.2."
"821" "DG(14:0/22:4)" "DG.14.0.22.4."
"822" "DG(14:0/22:5)" "DG.14.0.22.5."
"823" "DG(14:0/22:6)" "DG.14.0.22.6."
"824" "DG(14:1/14:1)" "DG.14.1.14.1."
"825" "DG(14:1/16:0)" "DG.14.1.16.0."
"826" "DG(14:1/16:1)" "DG.14.1.16.1."
"827" "DG(14:1/16:2)" "DG.14.1.16.2."
"828" "DG(14:1/18:0)" "DG.14.1.18.0."
"829" "DG(14:1/18:1)" "DG.14.1.18.1."
"830" "DG(14:1/18:2)" "DG.14.1.18.2."
"831" "DG(14:1/18:3)" "DG.14.1.18.3."
"832" "DG(14:1/20:0)" "DG.14.1.20.0."
"833" "DG(14:1/20:1)" "DG.14.1.20.1."
"834" "DG(14:1/20:2)" "DG.14.1.20.2."
"835" "DG(14:1/20:3)" "DG.14.1.20.3."
"836" "DG(14:1/20:4)" "DG.14.1.20.4."
"837" "DG(14:1/20:5)" "DG.14.1.20.5."
"838" "DG(14:1/22:0)" "DG.14.1.22.0."
"839" "DG(14:1/22:1)" "DG.14.1.22.1."
"840" "DG(14:1/22:2)" "DG.14.1.22.2."
"841" "DG(14:1/22:4)" "DG.14.1.22.4."
"842" "DG(14:1/22:5)" "DG.14.1.22.5."
"843" "DG(14:1/22:6)" "DG.14.1.22.6."
"844" "DG(16:0/16:0)" "DG.16.0.16.0."
"845" "DG(16:0/16:1)" "DG.16.0.16.1."
"846" "DG(16:0/16:2)" "DG.16.0.16.2."
"847" "DG(16:0/18:0)" "DG.16.0.18.0."
"848" "DG(16:0/18:1)" "DG.16.0.18.1."
"849" "DG(16:0/18:2)" "DG.16.0.18.2."
"850" "DG(16:0/18:3)" "DG.16.0.18.3."
"851" "DG(16:0/20:0)" "DG.16.0.20.0."
"852" "DG(16:0/20:1)" "DG.16.0.20.1."
"853" "DG(16:0/20:2)" "DG.16.0.20.2."
"854" "DG(16:0/20:3)" "DG.16.0.20.3."
"855" "DG(16:0/20:4)" "DG.16.0.20.4."
"856" "DG(16:0/20:5)" "DG.16.0.20.5."
"857" "DG(16:0/22:0)" "DG.16.0.22.0."
"858" "DG(16:0/22:1)" "DG.16.0.22.1."
"859" "DG(16:0/22:2)" "DG.16.0.22.2."
"860" "DG(16:0/22:4)" "DG.16.0.22.4."
