"V1" "V2"
"1783" "PG(20:2/22:6)" "PG.20.2.22.6."
"1784" "PG(20:3/20:3)" "PG.20.3.20.3."
"1785" "PG(20:3/20:4)" "PG.20.3.20.4."
"1786" "PG(20:3/20:5)" "PG.20.3.20.5."
"1787" "PG(20:3/22:0)" "PG.20.3.22.0."
"1788" "PG(20:3/22:1)" "PG.20.3.22.1."
"1789" "PG(20:3/22:2)" "PG.20.3.22.2."
"1790" "PG(20:3/22:4)" "PG.20.3.22.4."
"1791" "PG(20:3/22:6)" "PG.20.3.22.6."
"1792" "PG(20:4/20:4)" "PG.20.4.20.4."
"1793" "PG(20:4/20:5)" "PG.20.4.20.5."
"1794" "PG(20:4/22:0)" "PG.20.4.22.0."
"1795" "PG(20:4/22:1)" "PG.20.4.22.1."
"1796" "PG(20:4/22:2)" "PG.20.4.22.2."
"1797" "PG(20:4/22:4)" "PG.20.4.22.4."
"1798" "PG(20:4/22:6)" "PG.20.4.22.6."
"1799" "PG(20:5/20:5)" "PG.20.5.20.5."
"1800" "PG(20:5/22:0)" "PG.20.5.22.0."
"1801" "PG(20:5/22:1)" "PG.20.5.22.1."
"1802" "PG(20:5/22:2)" "PG.20.5.22.2."
"1803" "PG(20:5/22:4)" "PG.20.5.22.4."
"1804" "PG(20:5/22:6)" "PG.20.5.22.6."
"1805" "PG(22:0/22:0)" "PG.22.0.22.0."
"1806" "PG(22:0/22:1)" "PG.22.0.22.1."
"1807" "PG(22:0/22:2)" "PG.22.0.22.2."
"1808" "PG(22:0/22:4)" "PG.22.0.22.4."
"1809" "PG(22:0/22:6)" "PG.22.0.22.6."
"1810" "PG(22:1/22:1)" "PG.22.1.22.1."
"1811" "PG(22:1/22:2)" "PG.22.1.22.2."
"1812" "PG(22:1/22:4)" "PG.22.1.22.4."
"1813" "PG(22:1/22:6)" "PG.22.1.22.6."
"1814" "PG(22:2/22:2)" "PG.22.2.22.2."
"1815" "PG(22:2/22:4)" "PG.22.2.22.4."
"1816" "PG(22:2/22:6)" "PG.22.2.22.6."
"1817" "PG(22:4/22:4)" "PG.22.4.22.4."
"1818" "PG(22:4/22:6)" "PG.22.4.22.6."
"1819" "PG(22:6/22:6)" "PG.22.6.22.6."
"1820" "PI(14:0/14:0)" "PI.14.0.14.0."
"1821" "PI(14:0/14:1)" "PI.14.0.14.1."
"1822" "PI(14:0/16:0)" "PI.14.0.16.0."
"1823" "PI(14:0/16:1)" "PI.14.0.16.1."
"1824" "PI(14:0/18:0)" "PI.14.0.18.0."
"1825" "PI(14:0/18:1)" "PI.14.0.18.1."
"1826" "PI(14:0/18:2)" "PI.14.0.18.2."
"1827" "PI(14:0/18:3)" "PI.14.0.18.3."
"1828" "PI(14:0/20:0)" "PI.14.0.20.0."
"1829" "PI(14:0/20:1)" "PI.14.0.20.1."
"1830" "PI(14:0/20:2)" "PI.14.0.20.2."
"1831" "PI(14:0/20:3)" "PI.14.0.20.3."
"1832" "PI(14:0/20:4)" "PI.14.0.20.4."
"1833" "PI(14:0/20:5)" "PI.14.0.20.5."
"1834" "PI(14:0/22:0)" "PI.14.0.22.0."
"1835" "PI(14:0/22:1)" "PI.14.0.22.1."
"1836" "PI(14:0/22:2)" "PI.14.0.22.2."
"1837" "PI(14:0/22:4)" "PI.14.0.22.4."
"1838" "PI(14:0/22:6)" "PI.14.0.22.6."
"1839" "PI(14:1/14:1)" "PI.14.1.14.1."
"1840" "PI(14:1/16:0)" "PI.14.1.16.0."
"1841" "PI(14:1/16:1)" "PI.14.1.16.1."
"1842" "PI(14:1/18:0)" "PI.14.1.18.0."
"1843" "PI(14:1/18:1)" "PI.14.1.18.1."
"1844" "PI(14:1/18:2)" "PI.14.1.18.2."
"1845" "PI(14:1/18:3)" "PI.14.1.18.3."
"1846" "PI(14:1/20:0)" "PI.14.1.20.0."
"1847" "PI(14:1/20:1)" "PI.14.1.20.1."
"1848" "PI(14:1/20:2)" "PI.14.1.20.2."
"1849" "PI(14:1/20:3)" "PI.14.1.20.3."
"1850" "PI(14:1/20:4)" "PI.14.1.20.4."
"1851" "PI(14:1/20:5)" "PI.14.1.20.5."
"1852" "PI(14:1/22:0)" "PI.14.1.22.0."
"1853" "PI(14:1/22:1)" "PI.14.1.22.1."
"1854" "PI(14:1/22:2)" "PI.14.1.22.2."
"1855" "PI(14:1/22:4)" "PI.14.1.22.4."
"1856" "PI(14:1/22:6)" "PI.14.1.22.6."
"1857" "PI(16:0/16:0)" "PI.16.0.16.0."
"1858" "PI(16:0/16:1)" "PI.16.0.16.1."
"1859" "PI(16:0/18:0)" "PI.16.0.18.0."
"1860" "PI(16:0/18:1)" "PI.16.0.18.1."
"1861" "PI(16:0/18:2)" "PI.16.0.18.2."
"1862" "PI(16:0/18:3)" "PI.16.0.18.3."
"1863" "PI(16:0/20:0)" "PI.16.0.20.0."
"1864" "PI(16:0/20:1)" "PI.16.0.20.1."
"1865" "PI(16:0/20:2)" "PI.16.0.20.2."
"1866" "PI(16:0/20:3)" "PI.16.0.20.3."
"1867" "PI(16:0/20:4)" "PI.16.0.20.4."
"1868" "PI(16:0/20:5)" "PI.16.0.20.5."
"1869" "PI(16:0/22:0)" "PI.16.0.22.0."
"1870" "PI(16:0/22:1)" "PI.16.0.22.1."
"1871" "PI(16:0/22:2)" "PI.16.0.22.2."
"1872" "PI(16:0/22:4)" "PI.16.0.22.4."
"1873" "PI(16:0/22:6)" "PI.16.0.22.6."
"1874" "PI(16:1/16:1)" "PI.16.1.16.1."
"1875" "PI(16:1/18:0)" "PI.16.1.18.0."
"1876" "PI(16:1/18:1)" "PI.16.1.18.1."
"1877" "PI(16:1/18:2)" "PI.16.1.18.2."
"1878" "PI(16:1/18:3)" "PI.16.1.18.3."
"1879" "PI(16:1/20:0)" "PI.16.1.20.0."
"1880" "PI(16:1/20:1)" "PI.16.1.20.1."
"1881" "PI(16:1/20:2)" "PI.16.1.20.2."
"1882" "PI(16:1/20:3)" "PI.16.1.20.3."
"1883" "PI(16:1/20:4)" "PI.16.1.20.4."
"1884" "PI(16:1/20:5)" "PI.16.1.20.5."
"1885" "PI(16:1/22:0)" "PI.16.1.22.0."
"1886" "PI(16:1/22:1)" "PI.16.1.22.1."
"1887" "PI(16:1/22:2)" "PI.16.1.22.2."
"1888" "PI(16:1/22:4)" "PI.16.1.22.4."
"1889" "PI(16:1/22:6)" "PI.16.1.22.6."
"1890" "PI(18:0/18:0)" "PI.18.0.18.0."
"1891" "PI(18:0/18:1)" "PI.18.0.18.1."
"1892" "PI(18:0/18:2)" "PI.18.0.18.2."
"1893" "PI(18:0/18:3)" "PI.18.0.18.3."
"1894" "PI(18:0/20:0)" "PI.18.0.20.0."
"1895" "PI(18:0/20:1)" "PI.18.0.20.1."
"1896" "PI(18:0/20:2)" "PI.18.0.20.2."
"1897" "PI(18:0/20:3)" "PI.18.0.20.3."
"1898" "PI(18:0/20:4)" "PI.18.0.20.4."
"1899" "PI(18:0/20:5)" "PI.18.0.20.5."
"1900" "PI(18:0/22:0)" "PI.18.0.22.0."
"1901" "PI(18:0/22:1)" "PI.18.0.22.1."
"1902" "PI(18:0/22:2)" "PI.18.0.22.2."
"1903" "PI(18:0/22:4)" "PI.18.0.22.4."
"1904" "PI(18:0/22:6)" "PI.18.0.22.6."
"1905" "PI(18:1/18:1)" "PI.18.1.18.1."
"1906" "PI(18:1/18:2)" "PI.18.1.18.2."
"1907" "PI(18:1/18:3)" "PI.18.1.18.3."
"1908" "PI(18:1/20:0)" "PI.18.1.20.0."
"1909" "PI(18:1/20:1)" "PI.18.1.20.1."
"1910" "PI(18:1/20:2)" "PI.18.1.20.2."
"1911" "PI(18:1/20:3)" "PI.18.1.20.3."
"1912" "PI(18:1/20:4)" "PI.18.1.20.4."
"1913" "PI(18:1/20:5)" "PI.18.1.20.5."
"1914" "PI(18:1/22:0)" "PI.18.1.22.0."
"1915" "PI(18:1/22:1)" "PI.18.1.22.1."
"1916" "PI(18:1/22:2)" "PI.18.1.22.2."
"1917" "PI(18:1/22:4)" "PI.18.1.22.4."
"1918" "PI(18:1/22:6)" "PI.18.1.22.6."
"1919" "PI(18:2/18:2)" "PI.18.2.18.2."
"1920" "PI(18:2/18:3)" "PI.18.2.18.3."
"1921" "PI(18:2/20:0)" "PI.18.2.20.0."
"1922" "PI(18:2/20:1)" "PI.18.2.20.1."
"1923" "PI(18:2/20:2)" "PI.18.2.20.2."
"1924" "PI(18:2/20:3)" "PI.18.2.20.3."
"1925" "PI(18:2/20:4)" "PI.18.2.20.4."
"1926" "PI(18:2/20:5)" "PI.18.2.20.5."
"1927" "PI(18:2/22:0)" "PI.18.2.22.0."
"1928" "PI(18:2/22:1)" "PI.18.2.22.1."
"1929" "PI(18:2/22:2)" "PI.18.2.22.2."
"1930" "PI(18:2/22:4)" "PI.18.2.22.4."
"1931" "PI(18:2/22:6)" "PI.18.2.22.6."
"1932" "PI(18:3/18:3)" "PI.18.3.18.3."
"1933" "PI(18:3/20:0)" "PI.18.3.20.0."
"1934" "PI(18:3/20:1)" "PI.18.3.20.1."
"1935" "PI(18:3/20:2)" "PI.18.3.20.2."
"1936" "PI(18:3/20:3)" "PI.18.3.20.3."
"1937" "PI(18:3/20:4)" "PI.18.3.20.4."
"1938" "PI(18:3/20:5)" "PI.18.3.20.5."
"1939" "PI(18:3/22:0)" "PI.18.3.22.0."
"1940" "PI(18:3/22:1)" "PI.18.3.22.1."
"1941" "PI(18:3/22:2)" "PI.18.3.22.2."
"1942" "PI(18:3/22:4)" "PI.18.3.22.4."
"1943" "PI(18:3/22:6)" "PI.18.3.22.6."
"1944" "PI(20:0/20:0)" "PI.20.0.20.0."
"1945" "PI(20:0/20:1)" "PI.20.0.20.1."
"1946" "PI(20:0/20:2)" "PI.20.0.20.2."
"1947" "PI(20:0/20:3)" "PI.20.0.20.3."
"1948" "PI(20:0/20:4)" "PI.20.0.20.4."
"1949" "PI(20:0/20:5)" "PI.20.0.20.5."
"1950" "PI(20:0/22:0)" "PI.20.0.22.0."
"1951" "PI(20:0/22:1)" "PI.20.0.22.1."
"1952" "PI(20:0/22:2)" "PI.20.0.22.2."
"1953" "PI(20:0/22:4)" "PI.20.0.22.4."
"1954" "PI(20:0/22:6)" "PI.20.0.22.6."
"1955" "PI(20:1/20:1)" "PI.20.1.20.1."
"1956" "PI(20:1/20:2)" "PI.20.1.20.2."
"1957" "PI(20:1/20:3)" "PI.20.1.20.3."
"1958" "PI(20:1/20:4)" "PI.20.1.20.4."
"1959" "PI(20:1/20:5)" "PI.20.1.20.5."
"1960" "PI(20:1/22:0)" "PI.20.1.22.0."
"1961" "PI(20:1/22:1)" "PI.20.1.22.1."
"1962" "PI(20:1/22:2)" "PI.20.1.22.2."
"1963" "PI(20:1/22:4)" "PI.20.1.22.4."
"1964" "PI(20:1/22:6)" "PI.20.1.22.6."
"1965" "PI(20:2/20:2)" "PI.20.2.20.2."
"1966" "PI(20:2/20:3)" "PI.20.2.20.3."
"1967" "PI(20:2/20:4)" "PI.20.2.20.4."
"1968" "PI(20:2/20:5)" "PI.20.2.20.5."
"1969" "PI(20:2/22:0)" "PI.20.2.22.0."
"1970" "PI(20:2/22:1)" "PI.20.2.22.1."
"1971" "PI(20:2/22:2)" "PI.20.2.22.2."
"1972" "PI(20:2/22:4)" "PI.20.2.22.4."
"1973" "PI(20:2/22:6)" "PI.20.2.22.6."
"1974" "PI(20:3/20:3)" "PI.20.3.20.3."
"1975" "PI(20:3/20:4)" "PI.20.3.20.4."
"1976" "PI(20:3/20:5)" "PI.20.3.20.5."
"1977" "PI(20:3/22:0)" "PI.20.3.22.0."
"1978" "PI(20:3/22:1)" "PI.20.3.22.1."
"1979" "PI(20:3/22:2)" "PI.20.3.22.2."
"1980" "PI(20:3/22:4)" "PI.20.3.22.4."
"1981" "PI(20:3/22:6)" "PI.20.3.22.6."
"1982" "PI(20:4/20:4)" "PI.20.4.20.4."
"1983" "PI(20:4/20:5)" "PI.20.4.20.5."
"1984" "PI(20:4/22:0)" "PI.20.4.22.0."
"1985" "PI(20:4/22:1)" "PI.20.4.22.1."
"1986" "PI(20:4/22:2)" "PI.20.4.22.2."
"1987" "PI(20:4/22:4)" "PI.20.4.22.4."
"1988" "PI(20:4/22:6)" "PI.20.4.22.6."
"1989" "PI(20:5/20:5)" "PI.20.5.20.5."
"1990" "PI(20:5/22:0)" "PI.20.5.22.0."
"1991" "PI(20:5/22:1)" "PI.20.5.22.1."
"1992" "PI(20:5/22:2)" "PI.20.5.22.2."
"1993" "PI(20:5/22:4)" "PI.20.5.22.4."
"1994" "PI(20:5/22:6)" "PI.20.5.22.6."
"1995" "PI(22:0/22:0)" "PI.22.0.22.0."
"1996" "PI(22:0/22:1)" "PI.22.0.22.1."
"1997" "PI(22:0/22:2)" "PI.22.0.22.2."
"1998" "PI(22:0/22:4)" "PI.22.0.22.4."
"1999" "PI(22:0/22:6)" "PI.22.0.22.6."
"2000" "PI(22:1/22:1)" "PI.22.1.22.1."
"2001" "PI(22:1/22:2)" "PI.22.1.22.2."
"2002" "PI(22:1/22:4)" "PI.22.1.22.4."
"2003" "PI(22:1/22:6)" "PI.22.1.22.6."
"2004" "PI(22:2/22:2)" "PI.22.2.22.2."
"2005" "PI(22:2/22:4)" "PI.22.2.22.4."
"2006" "PI(22:2/22:6)" "PI.22.2.22.6."
"2007" "PI(22:4/22:4)" "PI.22.4.22.4."
"2008" "PI(22:4/22:6)" "PI.22.4.22.6."
"2009" "PI(22:6/22:6)" "PI.22.6.22.6."
"2010" "PS(14:0/14:0)" "PS.14.0.14.0."
"2011" "PS(14:0/14:1)" "PS.14.0.14.1."
"2012" "PS(14:0/16:0)" "PS.14.0.16.0."
"2013" "PS(14:0/16:1)" "PS.14.0.16.1."
"2014" "PS(14:0/18:0)" "PS.14.0.18.0."
"2015" "PS(14:0/18:1)" "PS.14.0.18.1."
"2016" "PS(14:0/18:2)" "PS.14.0.18.2."
"2017" "PS(14:0/18:3)" "PS.14.0.18.3."
"2018" "PS(14:0/20:0)" "PS.14.0.20.0."
"2019" "PS(14:0/20:1)" "PS.14.0.20.1."
"2020" "PS(14:0/20:2)" "PS.14.0.20.2."
"2021" "PS(14:0/20:3)" "PS.14.0.20.3."
"2022" "PS(14:0/20:4)" "PS.14.0.20.4."
"2023" "PS(14:0/20:5)" "PS.14.0.20.5."
"2024" "PS(14:0/22:0)" "PS.14.0.22.0."
"2025" "PS(14:0/22:1)" "PS.14.0.22.1."
"2026" "PS(14:0/22:2)" "PS.14.0.22.2."
"2027" "PS(14:0/22:4)" "PS.14.0.22.4."
"2028" "PS(14:0/22:6)" "PS.14.0.22.6."
"2029" "PS(14:1/14:1)" "PS.14.1.14.1."
"2030" "PS(14:1/16:0)" "PS.14.1.16.0."
"2031" "PS(14:1/16:1)" "PS.14.1.16.1."
"2032" "PS(14:1/18:0)" "PS.14.1.18.0."
"2033" "PS(14:1/18:1)" "PS.14.1.18.1."
"2034" "PS(14:1/18:2)" "PS.14.1.18.2."
"2035" "PS(14:1/18:3)" "PS.14.1.18.3."
"2036" "PS(14:1/20:0)" "PS.14.1.20.0."
"2037" "PS(14:1/20:1)" "PS.14.1.20.1."
"2038" "PS(14:1/20:2)" "PS.14.1.20.2."
"2039" "PS(14:1/20:3)" "PS.14.1.20.3."
"2040" "PS(14:1/20:4)" "PS.14.1.20.4."
"2041" "PS(14:1/20:5)" "PS.14.1.20.5."
"2042" "PS(14:1/22:0)" "PS.14.1.22.0."
"2043" "PS(14:1/22:1)" "PS.14.1.22.1."
"2044" "PS(14:1/22:2)" "PS.14.1.22.2."
"2045" "PS(14:1/22:4)" "PS.14.1.22.4."
"2046" "PS(14:1/22:6)" "PS.14.1.22.6."
"2047" "PS(16:0/16:0)" "PS.16.0.16.0."
"2048" "PS(16:0/16:1)" "PS.16.0.16.1."
"2049" "PS(16:0/18:0)" "PS.16.0.18.0."
"2050" "PS(16:0/18:1)" "PS.16.0.18.1."
"2051" "PS(16:0/18:2)" "PS.16.0.18.2."
"2052" "PS(16:0/18:3)" "PS.16.0.18.3."
"2053" "PS(16:0/20:0)" "PS.16.0.20.0."
"2054" "PS(16:0/20:1)" "PS.16.0.20.1."
"2055" "PS(16:0/20:2)" "PS.16.0.20.2."
"2056" "PS(16:0/20:3)" "PS.16.0.20.3."
"2057" "PS(16:0/20:4)" "PS.16.0.20.4."
"2058" "PS(16:0/20:5)" "PS.16.0.20.5."
"2059" "PS(16:0/22:0)" "PS.16.0.22.0."
"2060" "PS(16:0/22:1)" "PS.16.0.22.1."
"2061" "PS(16:0/22:2)" "PS.16.0.22.2."
"2062" "PS(16:0/22:4)" "PS.16.0.22.4."
"2063" "PS(16:0/22:6)" "PS.16.0.22.6."
"2064" "PS(16:1/16:1)" "PS.16.1.16.1."
"2065" "PS(16:1/18:0)" "PS.16.1.18.0."
"2066" "PS(16:1/18:1)" "PS.16.1.18.1."
"2067" "PS(16:1/18:2)" "PS.16.1.18.2."
"2068" "PS(16:1/18:3)" "PS.16.1.18.3."
"2069" "PS(16:1/20:0)" "PS.16.1.20.0."
"2070" "PS(16:1/20:1)" "PS.16.1.20.1."
"2071" "PS(16:1/20:2)" "PS.16.1.20.2."
"2072" "PS(16:1/20:3)" "PS.16.1.20.3."
"2073" "PS(16:1/20:4)" "PS.16.1.20.4."
"2074" "PS(16:1/20:5)" "PS.16.1.20.5."
"2075" "PS(16:1/22:0)" "PS.16.1.22.0."
"2076" "PS(16:1/22:1)" "PS.16.1.22.1."
"2077" "PS(16:1/22:2)" "PS.16.1.22.2."
"2078" "PS(16:1/22:4)" "PS.16.1.22.4."
"2079" "PS(16:1/22:6)" "PS.16.1.22.6."
"2080" "PS(18:0/18:0)" "PS.18.0.18.0."
"2081" "PS(18:0/18:1)" "PS.18.0.18.1."
"2082" "PS(18:0/18:2)" "PS.18.0.18.2."
"2083" "PS(18:0/18:3)" "PS.18.0.18.3."
"2084" "PS(18:0/20:0)" "PS.18.0.20.0."
"2085" "PS(18:0/20:1)" "PS.18.0.20.1."
"2086" "PS(18:0/20:2)" "PS.18.0.20.2."
"2087" "PS(18:0/20:3)" "PS.18.0.20.3."
"2088" "PS(18:0/20:4)" "PS.18.0.20.4."
"2089" "PS(18:0/20:5)" "PS.18.0.20.5."
"2090" "PS(18:0/22:0)" "PS.18.0.22.0."
"2091" "PS(18:0/22:1)" "PS.18.0.22.1."
"2092" "PS(18:0/22:2)" "PS.18.0.22.2."
"2093" "PS(18:0/22:4)" "PS.18.0.22.4."
"2094" "PS(18:0/22:6)" "PS.18.0.22.6."
"2095" "PS(18:1/18:1)" "PS.18.1.18.1."
"2096" "PS(18:1/18:2)" "PS.18.1.18.2."
"2097" "PS(18:1/18:3)" "PS.18.1.18.3."
"2098" "PS(18:1/20:0)" "PS.18.1.20.0."
"2099" "PS(18:1/20:1)" "PS.18.1.20.1."
"2100" "PS(18:1/20:2)" "PS.18.1.20.2."
"2101" "PS(18:1/20:3)" "PS.18.1.20.3."
"2102" "PS(18:1/20:4)" "PS.18.1.20.4."
"2103" "PS(18:1/20:5)" "PS.18.1.20.5."
"2104" "PS(18:1/22:0)" "PS.18.1.22.0."
"2105" "PS(18:1/22:1)" "PS.18.1.22.1."
"2106" "PS(18:1/22:2)" "PS.18.1.22.2."
"2107" "PS(18:1/22:4)" "PS.18.1.22.4."
"2108" "PS(18:1/22:6)" "PS.18.1.22.6."
"2109" "PS(18:2/18:2)" "PS.18.2.18.2."
"2110" "PS(18:2/18:3)" "PS.18.2.18.3."
"2111" "PS(18:2/20:0)" "PS.18.2.20.0."
"2112" "PS(18:2/20:1)" "PS.18.2.20.1."
"2113" "PS(18:2/20:2)" "PS.18.2.20.2."
"2114" "PS(18:2/20:3)" "PS.18.2.20.3."
"2115" "PS(18:2/20:4)" "PS.18.2.20.4."
"2116" "PS(18:2/20:5)" "PS.18.2.20.5."
"2117" "PS(18:2/22:0)" "PS.18.2.22.0."
"2118" "PS(18:2/22:1)" "PS.18.2.22.1."
"2119" "PS(18:2/22:2)" "PS.18.2.22.2."
"2120" "PS(18:2/22:4)" "PS.18.2.22.4."
"2121" "PS(18:2/22:6)" "PS.18.2.22.6."
"2122" "PS(18:3/18:3)" "PS.18.3.18.3."
"2123" "PS(18:3/20:0)" "PS.18.3.20.0."
"2124" "PS(18:3/20:1)" "PS.18.3.20.1."
"2125" "PS(18:3/20:2)" "PS.18.3.20.2."
"2126" "PS(18:3/20:3)" "PS.18.3.20.3."
"2127" "PS(18:3/20:4)" "PS.18.3.20.4."
"2128" "PS(18:3/20:5)" "PS.18.3.20.5."
"2129" "PS(18:3/22:0)" "PS.18.3.22.0."
"2130" "PS(18:3/22:1)" "PS.18.3.22.1."
"2131" "PS(18:3/22:2)" "PS.18.3.22.2."
"2132" "PS(18:3/22:4)" "PS.18.3.22.4."
"2133" "PS(18:3/22:6)" "PS.18.3.22.6."
"2134" "PS(20:0/20:0)" "PS.20.0.20.0."
"2135" "PS(20:0/20:1)" "PS.20.0.20.1."
"2136" "PS(20:0/20:2)" "PS.20.0.20.2."
"2137" "PS(20:0/20:3)" "PS.20.0.20.3."
"2138" "PS(20:0/20:4)" "PS.20.0.20.4."
"2139" "PS(20:0/20:5)" "PS.20.0.20.5."
"2140" "PS(20:0/22:0)" "PS.20.0.22.0."
"2141" "PS(20:0/22:1)" "PS.20.0.22.1."
"2142" "PS(20:0/22:2)" "PS.20.0.22.2."
"2143" "PS(20:0/22:4)" "PS.20.0.22.4."
"2144" "PS(20:0/22:6)" "PS.20.0.22.6."
"2145" "PS(20:1/20:1)" "PS.20.1.20.1."
"2146" "PS(20:1/20:2)" "PS.20.1.20.2."
"2147" "PS(20:1/20:3)" "PS.20.1.20.3."
"2148" "PS(20:1/20:4)" "PS.20.1.20.4."
"2149" "PS(20:1/20:5)" "PS.20.1.20.5."
"2150" "PS(20:1/22:0)" "PS.20.1.22.0."
"2151" "PS(20:1/22:1)" "PS.20.1.22.1."
"2152" "PS(20:1/22:2)" "PS.20.1.22.2."
"2153" "PS(20:1/22:4)" "PS.20.1.22.4."
"2154" "PS(20:1/22:6)" "PS.20.1.22.6."
"2155" "PS(20:2/20:2)" "PS.20.2.20.2."
"2156" "PS(20:2/20:3)" "PS.20.2.20.3."
"2157" "PS(20:2/20:4)" "PS.20.2.20.4."
"2158" "PS(20:2/20:5)" "PS.20.2.20.5."
"2159" "PS(20:2/22:0)" "PS.20.2.22.0."
"2160" "PS(20:2/22:1)" "PS.20.2.22.1."
"2161" "PS(20:2/22:2)" "PS.20.2.22.2."
"2162" "PS(20:2/22:4)" "PS.20.2.22.4."
"2163" "PS(20:2/22:6)" "PS.20.2.22.6."
"2164" "PS(20:3/20:3)" "PS.20.3.20.3."
"2165" "PS(20:3/20:4)" "PS.20.3.20.4."
"2166" "PS(20:3/20:5)" "PS.20.3.20.5."
"2167" "PS(20:3/22:0)" "PS.20.3.22.0."
"2168" "PS(20:3/22:1)" "PS.20.3.22.1."
"2169" "PS(20:3/22:2)" "PS.20.3.22.2."
"2170" "PS(20:3/22:4)" "PS.20.3.22.4."
"2171" "PS(20:3/22:6)" "PS.20.3.22.6."
"2172" "PS(20:4/20:4)" "PS.20.4.20.4."
"2173" "PS(20:4/20:5)" "PS.20.4.20.5."
"2174" "PS(20:4/22:0)" "PS.20.4.22.0."
"2175" "PS(20:4/22:1)" "PS.20.4.22.1."
"2176" "PS(20:4/22:2)" "PS.20.4.22.2."
"2177" "PS(20:4/22:4)" "PS.20.4.22.4."
"2178" "PS(20:4/22:6)" "PS.20.4.22.6."
"2179" "PS(20:5/20:5)" "PS.20.5.20.5."
"2180" "PS(20:5/22:0)" "PS.20.5.22.0."
"2181" "PS(20:5/22:1)" "PS.20.5.22.1."
"2182" "PS(20:5/22:2)" "PS.20.5.22.2."
"2183" "PS(20:5/22:4)" "PS.20.5.22.4."
"2184" "PS(20:5/22:6)" "PS.20.5.22.6."
"2185" "PS(22:0/22:0)" "PS.22.0.22.0."
"2186" "PS(22:0/22:1)" "PS.22.0.22.1."
"2187" "PS(22:0/22:2)" "PS.22.0.22.2."
"2188" "PS(22:0/22:4)" "PS.22.0.22.4."
"2189" "PS(22:0/22:6)" "PS.22.0.22.6."
"2190" "PS(22:1/22:1)" "PS.22.1.22.1."
"2191" "PS(22:1/22:2)" "PS.22.1.22.2."
"2192" "PS(22:1/22:4)" "PS.22.1.22.4."
"2193" "PS(22:1/22:6)" "PS.22.1.22.6."
"2194" "PS(22:2/22:2)" "PS.22.2.22.2."
"2195" "PS(22:2/22:4)" "PS.22.2.22.4."
"2196" "PS(22:2/22:6)" "PS.22.2.22.6."
"2197" "PS(22:4/22:4)" "PS.22.4.22.4."
"2198" "PS(22:4/22:6)" "PS.22.4.22.6."
"2199" "PS(22:6/22:6)" "PS.22.6.22.6."
"2200" "PE(35:0)" "PE.35.0."
"2201" "PE(35:1)" "PE.35.1."
"2202" "PE(37:0)" "PE.37.0."
"2203" "PE(37:1)" "PE.37.1."
"2204" "PE(39:1)" "PE.39.1."
"2205" "PE(39:4)" "PE.39.4."
"2206" "PE(41:4)" "PE.41.4."
"2207" "PG(33:0)" "PG.33.0."
"2208" "PG(41:0)" "PG.41.0."
"2209" "PG(41:1)" "PG.41.1."
